Anio;Periodo;CodigoDistrito;NombreDistrito;CodigoBarrio;NombreBarrio;DatoPoblacion;DatoPoblacionMenor16;DatoPoblacionEntre16y64;DatoPoblacionMayor65;DatoSobreEnvejecimiento;DatoSobreenvejecimientoHombres;DatoSobreenvejecimientoMujeres;DatoFeminidad;DatoNacionalidadExtranjera
2015;Anual;8;Fuencarral - El Pardo;84;Pilar;45676;10.6;59.9;29.5;28.05;24.6;30.4;118.6;9.45
2016;Anual;8;Fuencarral - El Pardo;84;Pilar;45730;10.81;59.5;29.69;29.15;26.2;31.1;118.3;9.49
2017;Anual;8;Fuencarral - El Pardo;84;Pilar;45808;10.96;59.38;29.66;31.16;28.7;32.8;118.4;9.8
2018;Anual;8;Fuencarral - El Pardo;84;Pilar;46094;10.86;59.65;29.49;32.14;30.0;33.6;118.4;10.55
2019;Anual;8;Fuencarral - El Pardo;84;Pilar;46419;10.9;59.83;29.27;33.4;31.3;34.7;118.9;11.43
2020;Anual;8;Fuencarral - El Pardo;84;Pilar;46855;10.83;60.23;28.93;33.3;30.8;34.9;119.2;12.33
2021;Anual;8;Fuencarral - El Pardo;84;Pilar;45970;10.79;60.35;28.86;35.2;33.1;36.6;119.3;12.35
2022;Anual;8;Fuencarral - El Pardo;84;Pilar;45354;10.67;60.33;29.0;36.5;34.2;37.9;119.7;12.26
2005;Anual;15;Ciudad Lineal;159;Costillares;23338;20.09;69.03;10.89;18.98;13.8;23.2;109.6;6.07
2006;Anual;15;Ciudad Lineal;159;Costillares;23368;19.95;68.16;11.89;19.01;14.0;23.3;109.9;6.78
2007;Anual;15;Ciudad Lineal;159;Costillares;22840;19.74;67.44;12.82;19.06;14.5;22.9;111.4;6.64
2008;Anual;15;Ciudad Lineal;159;Costillares;22802;19.44;66.87;13.7;19.95;16.2;23.1;112.0;7.02
2009;Anual;15;Ciudad Lineal;159;Costillares;23028;19.15;66.26;14.59;20.78;17.7;23.3;112.2;6.95
2010;Anual;15;Ciudad Lineal;159;Costillares;23070;19.21;65.36;15.44;20.7;18.1;22.8;111.3;7.01
2011;Anual;15;Ciudad Lineal;159;Costillares;23106;19.0;64.84;16.16;21.51;19.3;23.3;111.1;6.78
2012;Anual;15;Ciudad Lineal;159;Costillares;22906;18.71;64.28;17.01;22.92;20.2;25.0;111.3;5.91
2013;Anual;15;Ciudad Lineal;159;Costillares;22685;18.27;63.88;17.85;23.64;21.4;25.4;111.8;5.55
2014;Anual;15;Ciudad Lineal;159;Costillares;22306;17.9;63.4;18.71;24.3;23.0;25.3;112.0;5.07
2015;Anual;15;Ciudad Lineal;159;Costillares;22058;17.52;63.01;19.47;24.4;23.3;25.3;111.7;4.63
2016;Anual;15;Ciudad Lineal;159;Costillares;21967;17.07;62.75;20.18;24.97;23.7;25.9;112.5;4.8
2017;Anual;15;Ciudad Lineal;159;Costillares;21941;16.75;62.54;20.71;26.61;25.3;27.6;113.2;4.79
2018;Anual;15;Ciudad Lineal;159;Costillares;22019;16.24;62.37;21.39;27.69;26.4;28.6;113.8;4.99
2019;Anual;15;Ciudad Lineal;159;Costillares;22010;15.66;62.49;21.85;27.8;26.3;28.8;113.4;5.19
2020;Anual;15;Ciudad Lineal;159;Costillares;22245;15.26;62.67;22.08;28.2;26.8;29.3;112.9;5.54
2021;Anual;15;Ciudad Lineal;159;Costillares;22074;14.9;62.65;22.45;29.9;28.9;30.6;113.5;5.68
2022;Anual;15;Ciudad Lineal;159;Costillares;21768;14.47;62.62;22.91;30.8;29.5;31.8;113.4;5.32
2005;Anual;5;Chamartín;56;Castilla;16904;17.01;63.88;19.11;28.21;26.0;29.4;117.7;8.76
2006;Anual;5;Chamartín;56;Castilla;16819;16.36;64.06;19.57;30.44;28.0;31.9;117.6;9.66
2007;Anual;5;Chamartín;56;Castilla;16951;15.8;64.46;19.74;32.73;29.7;34.6;116.2;9.31
2008;Anual;5;Chamartín;56;Castilla;17012;15.08;65.11;19.81;34.66;32.1;36.2;115.5;9.73
2009;Anual;5;Chamartín;56;Castilla;17128;14.84;65.16;20.01;35.75;33.3;37.2;114.8;10.44
2010;Anual;5;Chamartín;56;Castilla;17115;14.58;65.18;20.23;37.19;34.3;39.0;115.3;10.17
2011;Anual;5;Chamartín;56;Castilla;17200;14.45;65.1;20.44;37.71;34.3;39.8;116.6;10.04
2012;Anual;5;Chamartín;56;Castilla;17025;14.31;65.06;20.62;38.59;34.1;41.4;117.2;9.17
2013;Anual;5;Chamartín;56;Castilla;16832;14.06;65.0;20.94;38.96;34.6;41.6;117.7;9.0
2014;Anual;5;Chamartín;56;Castilla;16692;13.93;64.8;21.27;39.34;34.1;42.5;117.3;8.47
2015;Anual;5;Chamartín;56;Castilla;16396;13.47;64.48;22.05;40.07;34.4;43.6;118.0;7.8
2016;Anual;5;Chamartín;56;Castilla;16402;13.16;64.37;22.47;40.11;34.2;43.8;117.7;7.66
2017;Anual;5;Chamartín;56;Castilla;16598;13.02;64.51;22.47;39.72;32.8;44.1;116.0;7.96
2018;Anual;5;Chamartín;56;Castilla;16871;13.19;64.48;22.33;39.55;32.4;44.1;116.2;8.4
2019;Anual;5;Chamartín;56;Castilla;16880;13.52;63.89;22.59;37.8;31.1;42.0;116.7;8.49
2020;Anual;5;Chamartín;56;Castilla;17228;13.77;63.61;22.63;36.1;29.3;40.5;117.5;9.42
2021;Anual;5;Chamartín;56;Castilla;17091;13.55;63.85;22.61;35.5;29.0;39.7;116.4;9.97
2022;Anual;5;Chamartín;56;Castilla;16988;13.47;63.88;22.65;34.8;27.8;39.4;116.2;10.24
2005;Anual;16;Hortaleza;165;Apóstol Santiago;16209;15.78;65.94;18.28;22.37;18.0;25.2;111.0;6.24
2006;Anual;16;Hortaleza;165;Apóstol Santiago;16292;15.6;65.87;18.52;23.49;20.0;25.8;110.9;7.05
2007;Anual;16;Hortaleza;165;Apóstol Santiago;16048;15.47;65.81;18.73;24.46;19.9;27.4;111.6;7.59
2008;Anual;16;Hortaleza;165;Apóstol Santiago;15988;15.19;66.01;18.81;25.27;20.3;28.4;112.7;8.6
2009;Anual;16;Hortaleza;165;Apóstol Santiago;16069;15.07;66.07;18.87;27.41;21.6;31.0;112.9;9.72
2010;Anual;16;Hortaleza;165;Apóstol Santiago;15953;14.89;65.77;19.33;28.5;22.9;32.0;112.7;9.82
2011;Anual;16;Hortaleza;165;Apóstol Santiago;15841;14.76;65.7;19.54;30.5;25.9;33.4;113.3;9.83
2012;Anual;16;Hortaleza;165;Apóstol Santiago;15665;14.45;65.68;19.87;31.64;27.8;34.0;113.1;8.53
2013;Anual;16;Hortaleza;165;Apóstol Santiago;15474;14.31;65.46;20.22;33.21;29.4;35.6;112.7;7.96
2014;Anual;16;Hortaleza;165;Apóstol Santiago;15375;14.02;65.41;20.57;35.07;31.6;37.3;112.4;7.45
2015;Anual;16;Hortaleza;165;Apóstol Santiago;15180;13.6;65.43;20.96;35.54;31.7;38.1;112.7;6.65
2016;Anual;16;Hortaleza;165;Apóstol Santiago;15253;13.41;65.71;20.88;37.21;33.4;39.7;112.1;6.92
2017;Anual;16;Hortaleza;165;Apóstol Santiago;15174;12.94;66.09;20.98;37.73;33.4;40.5;111.4;7.25
2018;Anual;16;Hortaleza;165;Apóstol Santiago;15271;12.87;66.17;20.95;37.34;32.9;40.2;110.6;7.83
2019;Anual;16;Hortaleza;165;Apóstol Santiago;15418;12.69;66.53;20.77;36.6;32.1;39.4;111.5;9.1
2020;Anual;16;Hortaleza;165;Apóstol Santiago;15555;12.15;66.94;20.91;36.5;31.9;39.4;111.2;10.25
2021;Anual;16;Hortaleza;165;Apóstol Santiago;15473;11.99;66.85;21.17;36.7;31.0;40.3;110.9;
2022;Anual;16;Hortaleza;165;Apóstol Santiago;15374;11.86;66.61;21.53;36.0;30.2;39.7;109.4;
2005;Anual;16;Hortaleza;164;Pinar del Rey;58983;12.39;69.52;18.09;20.16;15.5;23.4;110.3;9.8
2006;Anual;16;Hortaleza;164;Pinar del Rey;58640;12.36;68.71;18.93;20.72;16.0;24.1;110.7;10.94
2007;Anual;16;Hortaleza;164;Pinar del Rey;57835;12.42;68.12;19.46;21.51;16.7;25.0;111.0;11.35
2008;Anual;16;Hortaleza;164;Pinar del Rey;57956;12.51;67.51;19.98;22.31;17.5;25.7;111.5;12.37
2009;Anual;16;Hortaleza;164;Pinar del Rey;57635;12.52;66.74;20.74;23.1;18.9;26.1;111.5;13.07
2010;Anual;16;Hortaleza;164;Pinar del Rey;57067;12.59;65.86;21.55;24.25;20.2;27.2;112.1;13.14
2011;Anual;16;Hortaleza;164;Pinar del Rey;56143;12.75;64.84;22.41;25.09;21.3;27.8;113.1;12.93
2012;Anual;16;Hortaleza;164;Pinar del Rey;55258;12.79;64.12;23.09;26.24;22.8;28.7;114.1;11.89
2013;Anual;16;Hortaleza;164;Pinar del Rey;54259;12.92;63.08;24.0;27.7;24.8;29.7;114.7;10.82
2014;Anual;16;Hortaleza;164;Pinar del Rey;53175;12.87;62.13;25.0;28.46;25.8;30.3;114.7;9.81
2015;Anual;16;Hortaleza;164;Pinar del Rey;52351;12.9;61.35;25.76;29.56;27.1;31.2;114.6;8.9
2016;Anual;16;Hortaleza;164;Pinar del Rey;52180;12.74;61.18;26.08;30.89;28.5;32.5;115.2;8.96
2017;Anual;16;Hortaleza;164;Pinar del Rey;51966;12.5;61.2;26.3;32.37;30.1;33.9;116.1;9.15
2018;Anual;16;Hortaleza;164;Pinar del Rey;52274;12.54;61.08;26.38;33.29;30.8;35.0;116.7;9.7
2019;Anual;16;Hortaleza;164;Pinar del Rey;52691;12.51;61.16;26.33;34.2;31.8;35.7;117.0;10.71
2020;Anual;16;Hortaleza;164;Pinar del Rey;53162;12.33;61.48;26.19;33.9;31.3;35.6;116.7;11.84
2021;Anual;16;Hortaleza;164;Pinar del Rey;52494;12.17;61.69;26.14;35.1;32.4;36.9;117.7;12.03
2022;Anual;16;Hortaleza;164;Pinar del Rey;51844;11.93;61.61;26.46;35.5;32.4;37.4;118.0;12.13
2005;Anual;9;Moncloa - Aravaca;96;El Plantío;2404;16.22;72.59;11.14;30.6;20.9;37.3;120.8;13.64
2006;Anual;9;Moncloa - Aravaca;96;El Plantío;2469;16.93;71.57;11.42;27.3;20.8;32.5;120.2;14.66
2007;Anual;9;Moncloa - Aravaca;96;El Plantío;2466;17.84;70.52;11.56;23.51;16.9;29.0;121.2;13.67
2008;Anual;9;Moncloa - Aravaca;96;El Plantío;2513;16.83;71.11;11.98;21.59;17.6;25.2;120.4;15.12
2009;Anual;9;Moncloa - Aravaca;96;El Plantío;2539;17.72;69.59;12.6;21.56;18.1;24.6;121.6;14.77
2010;Anual;9;Moncloa - Aravaca;96;El Plantío;2525;18.14;68.04;13.74;23.05;18.6;26.9;123.5;13.94
2011;Anual;9;Moncloa - Aravaca;96;El Plantío;2540;18.54;66.65;14.72;22.99;20.3;25.2;119.3;12.52
2012;Anual;9;Moncloa - Aravaca;96;El Plantío;2495;18.08;66.37;15.47;22.8;19.9;25.5;119.2;11.54
2013;Anual;9;Moncloa - Aravaca;96;El Plantío;2483;18.2;64.96;16.83;22.49;18.6;26.0;118.6;10.83
2014;Anual;9;Moncloa - Aravaca;96;El Plantío;2446;18.07;64.19;17.74;21.89;18.8;24.6;114.6;10.1
2015;Anual;9;Moncloa - Aravaca;96;El Plantío;2462;17.79;63.89;18.32;21.73;18.1;24.9;115.4;8.73
2016;Anual;9;Moncloa - Aravaca;96;El Plantío;2575;18.8;63.07;18.14;21.84;17.9;25.3;111.2;8.47
2017;Anual;9;Moncloa - Aravaca;96;El Plantío;2720;20.33;60.48;19.19;27.97;22.6;32.5;112.8;7.43
2018;Anual;9;Moncloa - Aravaca;96;El Plantío;2720;19.93;60.4;19.67;25.61;21.4;29.3;111.3;8.09
2019;Anual;9;Moncloa - Aravaca;96;El Plantío;2808;19.8;60.9;19.3;25.3;20.2;29.5;115.8;9.29
2020;Anual;9;Moncloa - Aravaca;96;El Plantío;2799;18.69;61.59;19.72;24.5;20.8;27.4;117.0;9.5
2021;Anual;9;Moncloa - Aravaca;96;El Plantío;2916;18.48;62.41;19.1;26.0;23.3;28.3;118.3;
2022;Anual;9;Moncloa - Aravaca;96;El Plantío;2998;18.91;61.94;19.15;25.8;23.2;27.9;116.6;
2005;Anual;9;Moncloa - Aravaca;93;Ciudad Universitaria;17178;12.9;69.9;17.21;31.18;24.7;35.3;115.8;11.56
2006;Anual;9;Moncloa - Aravaca;93;Ciudad Universitaria;17125;13.06;69.14;17.79;31.77;24.5;36.5;118.0;12.45
2007;Anual;9;Moncloa - Aravaca;93;Ciudad Universitaria;16386;13.43;67.62;18.94;31.68;23.5;37.1;121.3;10.7
2008;Anual;9;Moncloa - Aravaca;93;Ciudad Universitaria;16272;13.45;66.91;19.64;32.35;25.2;37.1;121.4;10.18
2009;Anual;9;Moncloa - Aravaca;93;Ciudad Universitaria;16117;13.34;66.38;20.27;31.89;24.9;36.4;122.0;10.27
2010;Anual;9;Moncloa - Aravaca;93;Ciudad Universitaria;15975;13.43;65.67;20.89;32.12;25.5;36.5;121.6;10.31
2011;Anual;9;Moncloa - Aravaca;93;Ciudad Universitaria;15883;13.67;64.7;21.63;32.55;25.9;36.9;121.8;9.94
2012;Anual;9;Moncloa - Aravaca;93;Ciudad Universitaria;15569;13.69;63.59;22.72;33.47;26.7;37.9;120.8;9.12
2013;Anual;9;Moncloa - Aravaca;93;Ciudad Universitaria;15702;13.74;62.97;23.29;32.79;26.9;36.6;121.2;9.72
2014;Anual;9;Moncloa - Aravaca;93;Ciudad Universitaria;15638;13.45;62.42;24.13;33.02;27.1;36.9;121.5;9.87
2015;Anual;9;Moncloa - Aravaca;93;Ciudad Universitaria;15782;13.0;62.2;24.8;33.24;28.2;36.5;119.9;9.56
2016;Anual;9;Moncloa - Aravaca;93;Ciudad Universitaria;16019;12.95;61.99;25.06;33.72;28.6;37.1;119.4;9.72
2017;Anual;9;Moncloa - Aravaca;93;Ciudad Universitaria;16053;12.91;61.79;25.3;33.85;28.8;37.2;119.3;9.49
2018;Anual;9;Moncloa - Aravaca;93;Ciudad Universitaria;16097;12.75;61.76;25.48;33.23;28.8;36.1;120.1;9.32
2019;Anual;9;Moncloa - Aravaca;93;Ciudad Universitaria;16260;12.69;61.67;25.63;32.9;29.5;35.2;119.8;9.69
2020;Anual;9;Moncloa - Aravaca;93;Ciudad Universitaria;16395;12.41;62.31;25.29;32.8;29.6;34.8;119.1;10.08
2021;Anual;9;Moncloa - Aravaca;93;Ciudad Universitaria;16175;12.64;62.05;25.32;32.7;29.6;34.8;118.1;9.9
2022;Anual;9;Moncloa - Aravaca;93;Ciudad Universitaria;16220;12.84;61.49;25.67;33.4;30.2;35.4;116.6;9.55
2005;Anual;21;Barajas;213;Casco Histórico de Barajas;7722;12.12;71.42;16.48;25.92;21.7;29.1;100.9;18.07
2006;Anual;21;Barajas;213;Casco Histórico de Barajas;7858;11.68;71.8;16.52;27.66;23.7;30.6;99.5;20.11
2007;Anual;21;Barajas;213;Casco Histórico de Barajas;7809;11.55;72.17;16.28;28.09;24.7;30.5;100.6;20.3
2008;Anual;21;Barajas;213;Casco Histórico de Barajas;7784;11.24;72.65;16.11;29.51;27.2;31.1;99.2;21.62
2009;Anual;21;Barajas;213;Casco Histórico de Barajas;7905;10.96;73.06;15.99;29.83;27.3;31.6;99.7;23.16
2010;Anual;21;Barajas;213;Casco Histórico de Barajas;7890;10.96;72.97;16.07;31.15;27.8;33.5;102.0;23.21
2011;Anual;21;Barajas;213;Casco Histórico de Barajas;7926;11.08;72.89;16.04;30.76;27.9;32.8;102.3;23.3
2012;Anual;21;Barajas;213;Casco Histórico de Barajas;7830;11.47;72.11;16.42;31.42;27.3;34.4;104.6;22.22
2013;Anual;21;Barajas;213;Casco Histórico de Barajas;7638;11.6;71.2;17.2;34.47;30.0;37.6;105.2;19.8
2014;Anual;21;Barajas;213;Casco Histórico de Barajas;7379;11.87;70.44;17.69;34.87;30.4;38.1;104.1;17.25
2015;Anual;21;Barajas;213;Casco Histórico de Barajas;7252;11.85;69.76;18.39;35.61;31.1;38.9;105.3;16.33
2016;Anual;21;Barajas;213;Casco Histórico de Barajas;7280;11.72;69.93;18.35;36.98;32.5;40.3;105.8;16.32
2017;Anual;21;Barajas;213;Casco Histórico de Barajas;7313;11.72;70.0;18.28;36.28;31.6;39.7;107.1;16.87
2018;Anual;21;Barajas;213;Casco Histórico de Barajas;7336;11.6;69.86;18.54;35.66;31.6;38.7;106.6;17.28
2019;Anual;21;Barajas;213;Casco Histórico de Barajas;7565;12.03;69.66;18.31;34.0;30.0;37.0;107.4;18.35
2020;Anual;21;Barajas;213;Casco Histórico de Barajas;7683;11.79;69.65;18.56;33.2;28.5;36.8;108.3;19.22
2021;Anual;21;Barajas;213;Casco Histórico de Barajas;7504;11.42;69.63;18.95;33.1;28.5;36.7;108.9;19.64
2022;Anual;21;Barajas;213;Casco Histórico de Barajas;7351;11.22;68.87;19.9;31.9;27.0;35.7;108.2;19.26
2005;Anual;9;Moncloa - Aravaca;95;Valdemarín;3583;27.88;64.81;7.28;34.48;9.0;47.7;124.5;15.21
2006;Anual;9;Moncloa - Aravaca;95;Valdemarín;4000;28.8;63.65;7.52;34.88;10.5;49.7;121.5;14.3
2007;Anual;9;Moncloa - Aravaca;95;Valdemarín;4439;29.24;63.33;7.41;36.17;13.8;49.5;120.5;13.43
2008;Anual;9;Moncloa - Aravaca;95;Valdemarín;4835;29.41;63.27;7.3;35.13;14.4;47.5;122.6;13.86
2009;Anual;9;Moncloa - Aravaca;95;Valdemarín;5276;29.72;62.91;7.35;37.11;18.1;48.4;122.7;15.35
2010;Anual;9;Moncloa - Aravaca;95;Valdemarín;5584;29.62;62.88;7.49;38.76;21.8;48.9;123.7;15.31
2011;Anual;9;Moncloa - Aravaca;95;Valdemarín;5751;29.63;62.42;7.93;36.4;19.0;47.2;125.2;14.87
2012;Anual;9;Moncloa - Aravaca;95;Valdemarín;6008;30.24;61.58;8.16;37.14;19.5;47.9;123.1;12.92
2013;Anual;9;Moncloa - Aravaca;95;Valdemarín;6192;30.59;61.03;8.38;35.07;16.8;46.7;121.1;12.44
2014;Anual;9;Moncloa - Aravaca;95;Valdemarín;6149;30.36;60.79;8.85;36.4;21.6;46.3;118.7;11.19
2015;Anual;9;Moncloa - Aravaca;95;Valdemarín;6275;30.26;60.46;9.27;36.43;21.1;46.2;117.7;9.59
2016;Anual;9;Moncloa - Aravaca;95;Valdemarín;6326;29.64;60.35;10.01;37.28;23.1;46.6;116.9;9.03
2017;Anual;9;Moncloa - Aravaca;95;Valdemarín;6413;28.96;60.69;10.35;35.09;22.9;43.2;116.9;9.39
2018;Anual;9;Moncloa - Aravaca;95;Valdemarín;6560;28.46;60.91;10.63;33.72;21.2;42.5;117.4;9.47
2019;Anual;9;Moncloa - Aravaca;95;Valdemarín;6726;27.59;61.31;11.09;32.3;19.2;41.6;116.3;9.32
2020;Anual;9;Moncloa - Aravaca;95;Valdemarín;6957;26.53;62.28;11.18;33.3;20.6;42.1;117.6;9.6
2021;Anual;9;Moncloa - Aravaca;95;Valdemarín;6856;25.45;63.4;11.14;30.6;21.7;37.3;116.8;9.76
2022;Anual;9;Moncloa - Aravaca;95;Valdemarín;7048;24.89;63.65;11.46;31.6;22.5;38.4;114.7;8.75
2005;Anual;6;Tetuán;64;Almenara;18407;11.49;62.78;25.74;28.23;23.9;30.8;119.2;11.74
2006;Anual;6;Tetuán;64;Almenara;19759;12.9;62.78;24.32;29.37;24.9;32.0;119.1;14.06
2007;Anual;6;Tetuán;64;Almenara;20899;12.97;63.69;23.34;30.83;26.1;33.6;118.6;14.04
2008;Anual;6;Tetuán;64;Almenara;21470;13.08;64.29;22.63;32.59;28.1;35.2;119.0;15.03
2009;Anual;6;Tetuán;64;Almenara;21920;12.99;64.67;22.34;34.34;30.2;36.7;119.1;15.82
2010;Anual;6;Tetuán;64;Almenara;22359;13.0;64.94;22.06;35.98;31.5;38.6;117.9;15.93
2011;Anual;6;Tetuán;64;Almenara;22137;12.89;65.24;21.87;38.24;34.0;40.6;119.0;15.7
2012;Anual;6;Tetuán;64;Almenara;22179;13.0;65.39;21.62;39.84;35.7;42.2;118.4;15.04
2013;Anual;6;Tetuán;64;Almenara;22110;12.85;65.58;21.57;42.24;38.2;44.6;118.2;14.42
2014;Anual;6;Tetuán;64;Almenara;21897;12.76;65.41;21.83;44.16;39.3;46.9;118.9;13.3
2015;Anual;6;Tetuán;64;Almenara;21651;12.63;65.39;21.98;46.0;41.4;48.6;120.3;12.05
2016;Anual;6;Tetuán;64;Almenara;21769;12.54;65.84;21.62;46.46;41.7;49.2;119.4;12.38
2017;Anual;6;Tetuán;64;Almenara;21982;12.42;66.75;20.84;47.36;42.3;50.2;119.4;12.41
2018;Anual;6;Tetuán;64;Almenara;22421;12.31;67.44;20.25;46.89;41.4;50.0;119.6;13.31
2019;Anual;6;Tetuán;64;Almenara;22642;12.11;68.02;19.87;45.5;39.2;49.1;119.5;14.4
2020;Anual;6;Tetuán;64;Almenara;23003;12.01;68.65;19.35;43.6;36.9;47.5;118.0;15.89
2021;Anual;6;Tetuán;64;Almenara;22738;11.82;69.22;18.96;42.0;34.7;46.2;117.2;16.48
2022;Anual;6;Tetuán;64;Almenara;22594;11.86;69.17;18.97;40.1;32.4;44.6;117.4;16.67
2005;Anual;6;Tetuán;65;Valdeacederas;23363;13.48;68.88;17.64;25.56;20.2;28.8;113.0;19.18
2006;Anual;6;Tetuán;65;Valdeacederas;23606;13.22;69.2;17.58;26.19;20.8;29.5;112.6;20.95
2007;Anual;6;Tetuán;65;Valdeacederas;23937;12.89;70.22;16.89;27.23;21.1;31.0;113.3;21.06
2008;Anual;6;Tetuán;65;Valdeacederas;24409;12.79;70.83;16.38;28.28;22.4;31.9;112.1;22.56
2009;Anual;6;Tetuán;65;Valdeacederas;24995;12.79;71.39;15.83;29.32;23.5;33.0;111.0;23.65
2010;Anual;6;Tetuán;65;Valdeacederas;25270;13.03;71.24;15.73;30.84;25.0;34.4;111.5;23.97
2011;Anual;6;Tetuán;65;Valdeacederas;25231;13.38;70.96;15.66;32.57;26.9;36.1;112.3;23.7
2012;Anual;6;Tetuán;65;Valdeacederas;25286;13.65;70.91;15.44;33.91;29.1;36.8;114.5;22.95
2013;Anual;6;Tetuán;65;Valdeacederas;25494;13.86;70.92;15.22;35.41;30.0;38.7;115.1;22.31
2014;Anual;6;Tetuán;65;Valdeacederas;24921;13.98;70.72;15.3;37.14;31.8;40.3;114.3;20.44
2015;Anual;6;Tetuán;65;Valdeacederas;24583;13.71;70.8;15.49;38.98;34.3;41.7;115.3;18.37
2016;Anual;6;Tetuán;65;Valdeacederas;24932;13.86;70.82;15.32;39.29;34.2;42.3;115.7;18.87
2017;Anual;6;Tetuán;65;Valdeacederas;25214;13.66;71.25;15.09;40.32;35.3;43.3;115.8;19.83
2018;Anual;6;Tetuán;65;Valdeacederas;25571;13.48;71.74;14.77;39.68;35.0;42.5;116.1;21.22
2019;Anual;6;Tetuán;65;Valdeacederas;26021;13.11;72.34;14.55;38.8;33.8;41.9;115.4;22.68
2020;Anual;6;Tetuán;65;Valdeacederas;26545;12.83;72.84;14.33;37.2;32.8;39.9;115.0;23.85
2021;Anual;6;Tetuán;65;Valdeacederas;26625;12.74;73.1;14.17;36.5;31.8;39.3;114.5;
2022;Anual;6;Tetuán;65;Valdeacederas;26140;12.31;73.01;14.68;35.4;30.1;38.7;112.9;
2005;Anual;9;Moncloa - Aravaca;94;Valdezarza;32495;12.76;67.9;19.34;24.63;20.5;27.4;114.0;10.63
2006;Anual;9;Moncloa - Aravaca;94;Valdezarza;32119;12.47;67.54;19.99;25.44;21.6;28.0;114.4;11.58
2007;Anual;9;Moncloa - Aravaca;94;Valdezarza;31363;12.26;67.13;20.61;26.2;22.3;28.8;115.2;11.66
2008;Anual;9;Moncloa - Aravaca;94;Valdezarza;31299;12.28;66.96;20.76;26.63;22.5;29.4;115.9;12.43
2009;Anual;9;Moncloa - Aravaca;94;Valdezarza;31156;12.25;66.62;21.14;27.94;23.8;30.7;115.9;12.74
2010;Anual;9;Moncloa - Aravaca;94;Valdezarza;31101;12.13;66.28;21.59;28.83;24.8;31.5;116.9;12.8
2011;Anual;9;Moncloa - Aravaca;94;Valdezarza;30816;12.05;65.99;21.96;29.14;24.5;32.2;117.0;12.95
2012;Anual;9;Moncloa - Aravaca;94;Valdezarza;30467;12.19;65.13;22.67;29.99;25.6;32.9;117.1;12.13
2013;Anual;9;Moncloa - Aravaca;94;Valdezarza;30184;12.24;64.61;23.14;31.12;27.4;33.5;118.1;11.42
2014;Anual;9;Moncloa - Aravaca;94;Valdezarza;29722;12.45;63.62;23.93;32.13;29.1;34.1;118.3;10.62
2015;Anual;9;Moncloa - Aravaca;94;Valdezarza;29497;12.6;63.03;24.37;32.93;30.0;34.8;119.4;9.93
2016;Anual;9;Moncloa - Aravaca;94;Valdezarza;29404;12.61;62.67;24.71;33.14;30.0;35.2;119.3;10.21
2017;Anual;9;Moncloa - Aravaca;94;Valdezarza;29246;12.55;62.45;25.0;34.14;31.2;36.1;118.9;10.26
2018;Anual;9;Moncloa - Aravaca;94;Valdezarza;29418;12.61;62.39;24.99;34.72;31.3;37.0;118.6;10.41
2019;Anual;9;Moncloa - Aravaca;94;Valdezarza;29722;12.52;62.56;24.92;34.8;31.5;36.9;118.0;11.2
2020;Anual;9;Moncloa - Aravaca;94;Valdezarza;30405;12.62;62.62;24.76;34.4;31.4;36.3;118.5;12.05
2021;Anual;9;Moncloa - Aravaca;94;Valdezarza;30091;12.52;62.51;24.97;34.8;31.6;36.8;118.9;12.01
2022;Anual;9;Moncloa - Aravaca;94;Valdezarza;29802;12.67;62.15;25.18;35.0;31.7;37.0;119.1;11.67
2005;Anual;21;Barajas;215;Corralejos;4699;24.38;69.61;6.0;18.09;14.5;21.2;97.9;7.55
2006;Anual;21;Barajas;215;Corralejos;5077;25.53;68.45;6.03;20.92;18.8;22.6;99.4;8.78
2007;Anual;21;Barajas;215;Corralejos;5545;26.64;67.32;6.04;20.9;19.5;22.1;100.2;9.43
2008;Anual;21;Barajas;215;Corralejos;5976;26.54;66.47;6.99;26.08;23.3;28.4;101.1;10.36
2009;Anual;21;Barajas;215;Corralejos;6394;27.57;64.94;7.49;30.9;22.7;37.6;102.5;10.6
2010;Anual;21;Barajas;215;Corralejos;6703;27.91;64.25;7.83;31.43;21.2;39.1;103.6;11.4
2011;Anual;21;Barajas;215;Corralejos;6995;27.53;64.3;8.16;31.35;21.4;39.0;103.9;11.51
2012;Anual;21;Barajas;215;Corralejos;7093;27.91;63.87;8.22;30.36;23.5;35.7;104.1;9.74
2013;Anual;21;Barajas;215;Corralejos;7131;27.74;63.72;8.54;29.06;22.9;33.7;104.9;9.03
2014;Anual;21;Barajas;215;Corralejos;7153;27.76;63.08;9.16;29.47;22.9;34.6;104.1;7.83
2015;Anual;21;Barajas;215;Corralejos;7213;27.92;62.6;9.48;29.68;25.0;33.3;105.1;7.11
2016;Anual;21;Barajas;215;Corralejos;7300;27.38;62.82;9.79;30.49;24.0;35.3;105.9;6.66
2017;Anual;21;Barajas;215;Corralejos;7370;26.93;63.01;10.05;31.71;25.4;36.2;106.2;6.55
2018;Anual;21;Barajas;215;Corralejos;7510;25.89;64.1;10.01;29.65;24.7;33.3;105.4;6.48
2019;Anual;21;Barajas;215;Corralejos;7642;25.11;64.84;10.05;31.4;27.9;33.9;104.0;6.65
2020;Anual;21;Barajas;215;Corralejos;7754;24.25;65.81;9.94;30.0;26.2;32.7;103.9;6.49
2021;Anual;21;Barajas;215;Corralejos;7664;22.64;67.51;9.85;27.9;23.7;31.2;102.7;6.58
