Anio;Periodo;CodigoDistrito;NombreDistrito;CodigoBarrio;NombreBarrio;DatoPoblacion;DatoPoblacionMenor16;DatoPoblacionEntre16y64;DatoPoblacionMayor65;DatoSobreEnvejecimiento;DatoSobreenvejecimientoHombres;DatoSobreenvejecimientoMujeres;DatoFeminidad;DatoNacionalidadExtranjera
2006;Anual;9;Moncloa - Aravaca;92;Argüelles;26265;10.05;66.54;23.4;37.0;31.2;39.9;125.4;15.1
2007;Anual;9;Moncloa - Aravaca;92;Argüelles;25463;10.17;66.12;23.71;37.93;32.1;40.9;126.7;14.03
2008;Anual;9;Moncloa - Aravaca;92;Argüelles;25142;10.03;65.95;24.02;38.16;31.5;41.6;128.2;14.09
2009;Anual;9;Moncloa - Aravaca;92;Argüelles;25069;9.81;66.34;23.85;38.41;32.1;41.7;127.1;14.89
2010;Anual;9;Moncloa - Aravaca;92;Argüelles;24854;9.76;66.2;24.04;38.98;32.8;42.3;126.6;14.87
2011;Anual;9;Moncloa - Aravaca;92;Argüelles;24909;9.9;65.88;24.22;39.57;33.3;42.9;126.1;14.54
2012;Anual;9;Moncloa - Aravaca;92;Argüelles;24375;9.95;65.49;24.57;38.93;31.9;42.6;125.9;13.25
2013;Anual;9;Moncloa - Aravaca;92;Argüelles;24469;9.91;65.67;24.42;38.68;31.4;42.6;125.5;13.24
2014;Anual;9;Moncloa - Aravaca;92;Argüelles;24073;9.96;65.27;24.77;38.99;31.7;43.0;124.2;12.93
2015;Anual;9;Moncloa - Aravaca;92;Argüelles;23875;10.03;64.89;25.08;39.41;32.7;43.1;123.8;12.26
2016;Anual;9;Moncloa - Aravaca;92;Argüelles;23935;10.02;65.03;24.96;39.54;32.1;43.8;122.0;12.05
2017;Anual;9;Moncloa - Aravaca;92;Argüelles;23931;10.24;64.79;24.97;38.72;30.8;43.3;121.4;11.94
2018;Anual;9;Moncloa - Aravaca;92;Argüelles;23992;10.05;64.75;25.2;38.59;30.5;43.4;120.3;11.82
2019;Anual;9;Moncloa - Aravaca;92;Argüelles;24093;9.94;65.02;25.03;38.1;29.8;43.0;120.9;12.42
2020;Anual;9;Moncloa - Aravaca;92;Argüelles;24423;10.01;65.3;24.7;36.9;28.6;41.8;120.5;13.73
2021;Anual;9;Moncloa - Aravaca;92;Argüelles;24162;9.99;65.38;24.64;36.2;27.9;41.2;120.2;14.75
2022;Anual;9;Moncloa - Aravaca;92;Argüelles;24165;9.94;65.45;24.61;35.6;27.1;40.8;119.0;15.2
2005;Anual;20;San Blas - Canillejas;202;Hellín;9748;10.45;54.87;34.67;20.27;18.7;21.3;112.5;6.65
2006;Anual;20;San Blas - Canillejas;202;Hellín;9690;10.8;55.21;33.98;22.2;20.7;23.1;113.1;8.57
2007;Anual;20;San Blas - Canillejas;202;Hellín;9717;10.73;56.41;32.86;25.18;24.3;25.7;113.8;10.74
2008;Anual;20;San Blas - Canillejas;202;Hellín;9761;11.36;57.07;31.56;28.4;28.4;28.4;114.2;12.35
2009;Anual;20;San Blas - Canillejas;202;Hellín;9737;11.32;57.86;30.82;32.56;32.4;32.7;114.5;12.94
2010;Anual;20;San Blas - Canillejas;202;Hellín;9559;11.6;58.01;30.39;36.04;35.5;36.3;115.9;12.06
2011;Anual;20;San Blas - Canillejas;202;Hellín;9376;11.42;58.31;30.27;39.96;40.6;39.6;118.4;11.73
2012;Anual;20;San Blas - Canillejas;202;Hellín;9193;11.26;59.0;29.74;43.96;44.3;43.8;117.3;10.89
2013;Anual;20;San Blas - Canillejas;202;Hellín;9108;11.66;59.15;29.19;48.63;48.6;48.6;117.3;10.1
2014;Anual;20;San Blas - Canillejas;202;Hellín;8853;11.32;59.38;29.3;52.54;52.6;52.5;119.1;8.83
2015;Anual;20;San Blas - Canillejas;202;Hellín;8708;11.28;60.47;28.25;56.5;55.2;57.2;119.7;7.8
2016;Anual;20;San Blas - Canillejas;202;Hellín;8741;11.63;61.37;27.0;58.26;55.6;59.6;120.4;8.71
2017;Anual;20;San Blas - Canillejas;202;Hellín;8830;12.08;61.83;26.08;60.31;55.5;62.8;120.1;9.05
2018;Anual;20;San Blas - Canillejas;202;Hellín;8941;11.75;63.06;25.19;61.01;54.4;64.5;118.4;10.38
2019;Anual;20;San Blas - Canillejas;202;Hellín;9157;12.33;63.99;23.68;60.8;53.0;65.1;119.0;12.53
2020;Anual;20;San Blas - Canillejas;202;Hellín;9342;12.55;64.89;22.56;58.4;49.1;63.5;119.3;14.46
2021;Anual;20;San Blas - Canillejas;202;Hellín;9359;12.46;66.31;21.23;57.0;46.4;62.7;117.7;16.27
2022;Anual;20;San Blas - Canillejas;202;Hellín;9274;12.62;66.72;20.66;52.9;40.8;59.6;117.1;16.9
2005;Anual;15;Ciudad Lineal;151;Ventas;53164;11.89;64.72;23.39;25.02;19.9;28.2;117.4;18.17
2006;Anual;15;Ciudad Lineal;151;Ventas;52934;11.86;64.39;23.75;25.78;21.1;28.7;117.3;19.51
2007;Anual;15;Ciudad Lineal;151;Ventas;51686;11.78;64.14;24.07;26.82;22.6;29.4;118.8;19.47
2008;Anual;15;Ciudad Lineal;151;Ventas;52003;11.87;64.35;23.78;27.9;24.1;30.3;118.5;20.69
2009;Anual;15;Ciudad Lineal;151;Ventas;52265;12.14;64.2;23.66;29.43;25.9;31.6;118.7;21.31
2010;Anual;15;Ciudad Lineal;151;Ventas;52017;12.12;64.08;23.8;30.8;27.5;32.8;119.1;21.07
2011;Anual;15;Ciudad Lineal;151;Ventas;50866;12.15;63.78;24.06;32.39;29.7;34.0;120.1;20.27
2012;Anual;15;Ciudad Lineal;151;Ventas;50149;12.13;63.56;24.32;34.48;32.7;35.5;120.6;18.8
2013;Anual;15;Ciudad Lineal;151;Ventas;49251;12.0;63.33;24.66;36.38;34.5;37.5;121.6;17.3
2014;Anual;15;Ciudad Lineal;151;Ventas;48131;11.98;62.96;25.07;38.14;36.3;39.3;121.8;15.52
2015;Anual;15;Ciudad Lineal;151;Ventas;47301;11.83;62.89;25.28;39.79;38.3;40.7;122.2;14.07
2016;Anual;15;Ciudad Lineal;151;Ventas;47445;11.91;63.18;24.9;41.22;39.0;42.5;122.4;14.29
2017;Anual;15;Ciudad Lineal;151;Ventas;47306;11.81;63.43;24.76;42.76;39.9;44.4;123.0;14.4
2018;Anual;15;Ciudad Lineal;151;Ventas;47744;11.74;64.04;24.21;43.85;41.3;45.4;123.1;15.41
2019;Anual;15;Ciudad Lineal;151;Ventas;48099;11.49;64.84;23.68;43.8;41.3;45.3;122.5;16.47
2020;Anual;15;Ciudad Lineal;151;Ventas;48891;11.24;65.52;23.24;42.8;39.7;44.6;122.8;17.79
2021;Anual;15;Ciudad Lineal;151;Ventas;48411;11.16;65.84;23.0;43.4;39.6;45.6;122.9;18.46
2022;Anual;15;Ciudad Lineal;151;Ventas;47801;10.87;66.11;23.02;42.8;38.9;45.2;122.3;18.5
2005;Anual;4;Salamanca;43;Fuente del Berro;22998;11.38;67.11;21.51;31.54;26.3;34.3;123.6;15.17
2006;Anual;4;Salamanca;43;Fuente del Berro;22954;11.12;67.03;21.86;31.67;26.0;34.8;124.5;15.91
2007;Anual;4;Salamanca;43;Fuente del Berro;22193;11.19;66.59;22.22;32.55;27.3;35.5;125.6;14.38
2008;Anual;4;Salamanca;43;Fuente del Berro;22328;11.25;66.64;22.11;33.28;28.0;36.2;126.1;14.99
2009;Anual;4;Salamanca;43;Fuente del Berro;22214;11.25;66.43;22.32;33.5;28.7;36.1;126.6;15.23
2010;Anual;4;Salamanca;43;Fuente del Berro;22161;11.38;66.29;22.32;34.55;30.0;37.1;127.2;15.25
2011;Anual;4;Salamanca;43;Fuente del Berro;21997;11.56;65.98;22.46;35.34;30.2;38.2;128.4;14.69
2012;Anual;4;Salamanca;43;Fuente del Berro;21629;11.4;65.74;22.86;36.1;31.3;38.7;128.9;13.31
2013;Anual;4;Salamanca;43;Fuente del Berro;21457;11.42;65.47;23.11;37.02;31.9;39.9;129.1;12.61
2014;Anual;4;Salamanca;43;Fuente del Berro;21127;11.54;64.77;23.68;37.72;33.1;40.3;129.2;11.6
2015;Anual;4;Salamanca;43;Fuente del Berro;20750;11.44;64.41;24.15;38.26;34.4;40.4;129.7;10.8
2016;Anual;4;Salamanca;43;Fuente del Berro;20729;11.46;64.17;24.37;38.06;34.0;40.4;129.1;10.69
2017;Anual;4;Salamanca;43;Fuente del Berro;20585;11.38;63.86;24.77;38.49;34.2;41.0;128.7;10.74
2018;Anual;4;Salamanca;43;Fuente del Berro;20747;11.18;64.2;24.63;38.07;33.2;40.8;129.4;11.13
2019;Anual;4;Salamanca;43;Fuente del Berro;21071;11.11;64.54;24.36;37.7;32.6;40.7;129.1;11.82
2020;Anual;4;Salamanca;43;Fuente del Berro;21249;10.89;64.81;24.29;36.7;31.5;39.7;128.9;12.98
2021;Anual;4;Salamanca;43;Fuente del Berro;20963;10.76;64.92;24.31;36.8;31.3;39.9;129.0;13.15
2022;Anual;4;Salamanca;43;Fuente del Berro;20848;10.79;64.5;24.71;36.4;30.8;39.6;129.4;13.25
2005;Anual;1;Centro;15;Universidad;34994;9.79;72.89;17.31;35.27;26.8;39.4;112.3;27.59
2006;Anual;1;Centro;15;Universidad;35349;9.48;73.57;16.94;35.43;26.5;39.7;111.9;29.1
2007;Anual;1;Centro;15;Universidad;33011;9.21;73.65;17.15;36.2;26.8;40.7;111.3;26.51
2008;Anual;1;Centro;15;Universidad;32966;9.03;74.29;16.68;37.04;28.3;41.3;111.0;26.52
2009;Anual;1;Centro;15;Universidad;33421;9.09;74.56;16.35;37.91;29.5;42.1;109.2;27.18
2010;Anual;1;Centro;15;Universidad;33493;9.12;74.73;16.14;39.21;30.7;43.5;107.8;26.95
2011;Anual;1;Centro;15;Universidad;33293;9.13;74.87;16.0;39.95;32.4;43.8;108.5;26.34
2012;Anual;1;Centro;15;Universidad;32638;9.24;74.55;16.2;39.92;31.9;44.1;109.2;23.79
2013;Anual;1;Centro;15;Universidad;32468;9.0;74.86;16.14;39.87;31.6;44.4;110.1;22.97
2014;Anual;1;Centro;15;Universidad;31412;8.82;74.62;16.55;38.67;30.2;43.3;110.1;21.65
2015;Anual;1;Centro;15;Universidad;30660;8.67;74.42;16.91;38.43;30.6;42.9;108.8;20.39
2016;Anual;1;Centro;15;Universidad;30846;8.38;74.86;16.76;37.98;30.2;42.4;107.8;20.23
2017;Anual;1;Centro;15;Universidad;30709;8.42;74.83;16.74;37.19;29.5;41.7;106.7;20.26
2018;Anual;1;Centro;15;Universidad;30897;8.21;75.27;16.52;35.99;27.8;40.8;105.4;20.96
2019;Anual;1;Centro;15;Universidad;31725;8.03;75.68;16.29;35.1;27.1;39.9;103.8;21.58
2020;Anual;1;Centro;15;Universidad;33418;7.49;76.9;15.61;33.5;25.8;38.3;101.5;22.78
2021;Anual;1;Centro;15;Universidad;33426;7.17;77.18;15.66;32.8;25.1;37.6;100.3;
2022;Anual;1;Centro;15;Universidad;32861;7.13;77.0;15.87;32.3;24.8;36.9;101.0;
2005;Anual;4;Salamanca;41;Recoletos;15614;12.89;66.98;20.13;39.19;28.4;44.4;128.0;14.32
2006;Anual;4;Salamanca;41;Recoletos;15871;12.91;67.13;19.95;38.36;28.8;43.4;129.1;15.96
2007;Anual;4;Salamanca;41;Recoletos;15200;12.53;67.26;20.2;38.73;29.4;43.8;128.4;15.31
2008;Anual;4;Salamanca;41;Recoletos;15364;12.5;67.38;20.11;38.87;30.6;43.4;127.6;15.98
2009;Anual;4;Salamanca;41;Recoletos;15398;12.44;67.37;20.18;38.72;29.9;43.6;128.3;16.33
2010;Anual;4;Salamanca;41;Recoletos;15640;12.33;67.36;20.3;38.2;29.1;43.4;126.7;16.39
2011;Anual;4;Salamanca;41;Recoletos;15693;12.32;67.02;20.66;37.23;28.6;42.3;125.8;16.42
2012;Anual;4;Salamanca;41;Recoletos;15454;12.28;66.76;20.97;36.88;29.0;41.5;125.5;14.6
2013;Anual;4;Salamanca;41;Recoletos;15469;12.2;66.47;21.33;36.83;29.4;41.3;123.5;14.35
2014;Anual;4;Salamanca;41;Recoletos;15269;12.04;65.92;22.03;35.97;27.5;41.2;123.5;13.71
2015;Anual;4;Salamanca;41;Recoletos;15340;12.2;65.35;22.45;35.51;26.8;41.0;122.9;13.29
2016;Anual;4;Salamanca;41;Recoletos;15484;12.28;64.97;22.75;34.26;25.9;39.7;123.2;13.72
2017;Anual;4;Salamanca;41;Recoletos;15514;12.16;65.21;22.63;33.89;24.9;39.8;123.3;14.43
2018;Anual;4;Salamanca;41;Recoletos;15756;11.9;65.38;22.72;33.5;25.4;38.8;122.2;15.81
2019;Anual;4;Salamanca;41;Recoletos;15734;11.91;65.11;22.98;33.5;26.4;38.2;122.4;16.8
2020;Anual;4;Salamanca;41;Recoletos;15846;11.59;64.96;23.44;32.9;25.7;37.9;122.2;18.19
2021;Anual;4;Salamanca;41;Recoletos;15629;11.61;65.21;23.19;32.8;25.5;37.8;121.8;18.79
2022;Anual;4;Salamanca;41;Recoletos;15647;11.26;65.11;23.63;32.3;25.1;37.3;122.1;20.02
2005;Anual;1;Centro;14;Justicia;17656;9.96;72.76;17.28;32.87;24.3;37.2;106.7;23.67
2006;Anual;1;Centro;14;Justicia;17699;9.61;73.04;17.35;33.18;25.5;37.1;104.9;24.53
2007;Anual;1;Centro;14;Justicia;16792;9.55;72.96;17.49;33.95;26.5;37.9;106.9;22.25
2008;Anual;1;Centro;14;Justicia;17057;9.51;73.31;17.18;34.32;26.1;38.6;107.3;22.65
2009;Anual;1;Centro;14;Justicia;17171;9.5;73.69;16.81;34.96;26.4;39.5;108.0;23.31
2010;Anual;1;Centro;14;Justicia;17412;9.48;74.05;16.48;35.17;26.7;39.8;105.8;23.65
2011;Anual;1;Centro;14;Justicia;17330;9.46;74.13;16.41;35.42;27.2;39.9;104.6;23.43
2012;Anual;1;Centro;14;Justicia;17046;9.5;73.99;16.51;36.14;28.6;40.3;103.5;21.17
2013;Anual;1;Centro;14;Justicia;16996;9.36;74.16;16.48;35.99;29.3;39.8;103.0;20.98
2014;Anual;1;Centro;14;Justicia;16622;9.59;73.34;17.07;36.58;29.0;41.0;104.4;19.75
2015;Anual;1;Centro;14;Justicia;16183;9.66;73.47;16.87;37.44;29.7;42.1;103.6;18.63
2016;Anual;1;Centro;14;Justicia;16420;9.48;73.88;16.64;36.75;28.7;41.6;101.4;18.53
2017;Anual;1;Centro;14;Justicia;16374;9.04;74.4;16.56;36.17;28.1;41.1;100.9;19.37
2018;Anual;1;Centro;14;Justicia;16578;8.66;74.94;16.4;35.84;28.3;40.4;98.9;20.57
2019;Anual;1;Centro;14;Justicia;17153;8.47;75.45;16.08;34.7;27.4;39.3;97.7;21.38
2020;Anual;1;Centro;14;Justicia;18021;7.87;76.44;15.69;32.9;25.1;37.8;96.7;22.43
2021;Anual;1;Centro;14;Justicia;18208;7.68;76.85;15.47;33.6;26.6;38.0;96.0;23.82
2022;Anual;1;Centro;14;Justicia;18015;7.21;77.3;15.49;32.8;25.3;37.6;95.4;24.95
2005;Anual;20;San Blas - Canillejas;203;Amposta;9088;12.07;58.59;29.33;22.21;18.5;24.5;115.5;9.85
2006;Anual;20;San Blas - Canillejas;203;Amposta;9201;12.13;59.48;28.38;24.51;21.1;26.5;115.3;13.5
2007;Anual;20;San Blas - Canillejas;203;Amposta;9132;12.77;59.94;27.28;27.22;24.6;28.7;115.3;14.66
2008;Anual;20;San Blas - Canillejas;203;Amposta;9147;13.05;60.66;26.27;29.13;25.4;31.3;115.1;16.25
2009;Anual;20;San Blas - Canillejas;203;Amposta;9122;13.28;61.15;25.56;32.76;29.8;34.4;114.0;17.23
2010;Anual;20;San Blas - Canillejas;203;Amposta;8981;13.25;61.69;25.05;35.82;33.9;36.9;114.6;16.95
2011;Anual;20;San Blas - Canillejas;203;Amposta;8730;13.25;61.63;25.11;38.37;37.0;39.1;115.4;16.62
2012;Anual;20;San Blas - Canillejas;203;Amposta;8479;13.22;62.06;24.71;41.53;40.0;42.4;113.9;14.72
2013;Anual;20;San Blas - Canillejas;203;Amposta;8292;13.53;61.92;24.54;44.57;43.1;45.4;113.3;13.04
2014;Anual;20;San Blas - Canillejas;203;Amposta;8178;13.66;61.68;24.66;45.96;44.2;46.9;112.6;11.75
2015;Anual;20;San Blas - Canillejas;203;Amposta;8117;13.98;62.19;23.83;49.12;47.2;50.2;114.3;10.72
2016;Anual;20;San Blas - Canillejas;203;Amposta;8174;14.57;62.81;22.62;50.62;47.1;52.5;115.6;11.87
2017;Anual;20;San Blas - Canillejas;203;Amposta;8205;14.54;63.61;21.85;52.76;47.5;55.5;115.6;12.33
2018;Anual;20;San Blas - Canillejas;203;Amposta;8346;14.94;64.7;20.36;53.44;47.6;56.5;116.7;14.16
2019;Anual;20;San Blas - Canillejas;203;Amposta;8575;15.17;65.46;19.37;53.2;46.8;56.4;116.1;16.07
2020;Anual;20;San Blas - Canillejas;203;Amposta;8874;14.81;66.75;18.45;51.8;43.6;56.0;116.0;18.88
2021;Anual;20;San Blas - Canillejas;203;Amposta;8885;14.88;67.3;17.82;50.0;39.3;55.5;117.2;19.85
2022;Anual;20;San Blas - Canillejas;203;Amposta;8710;14.31;67.83;17.86;46.5;33.7;53.2;114.4;20.57
2005;Anual;4;Salamanca;42;Goya;31274;11.4;66.15;22.45;36.04;27.6;39.9;133.3;12.97
2006;Anual;4;Salamanca;42;Goya;31189;11.52;66.07;22.41;36.47;27.9;40.5;133.2;13.84
2007;Anual;4;Salamanca;42;Goya;30149;11.46;65.87;22.66;37.29;29.0;41.3;132.7;13.12
2008;Anual;4;Salamanca;42;Goya;30446;11.22;66.29;22.48;36.57;28.6;40.5;132.6;14.08
2009;Anual;4;Salamanca;42;Goya;30327;11.08;66.43;22.49;36.86;29.1;40.7;133.0;14.46
2010;Anual;4;Salamanca;42;Goya;30287;11.29;66.1;22.61;36.95;29.6;40.7;132.7;14.53
2011;Anual;4;Salamanca;42;Goya;30046;11.25;66.06;22.7;37.96;30.5;41.7;132.6;14.2
2012;Anual;4;Salamanca;42;Goya;29673;11.03;66.12;22.85;37.91;30.1;41.9;133.2;13.14
2013;Anual;4;Salamanca;42;Goya;29637;10.98;66.08;22.94;37.95;30.6;41.8;132.3;12.86
2014;Anual;4;Salamanca;42;Goya;29096;11.0;65.5;23.5;37.84;30.9;41.5;131.1;11.86
2015;Anual;4;Salamanca;42;Goya;28924;10.94;65.38;23.68;37.48;31.0;41.0;132.7;11.28
2016;Anual;4;Salamanca;42;Goya;29108;10.99;65.47;23.54;36.96;29.6;41.0;132.3;11.42
2017;Anual;4;Salamanca;42;Goya;29273;11.16;65.23;23.6;36.85;29.1;41.1;131.6;11.77
2018;Anual;4;Salamanca;42;Goya;29604;10.96;65.52;23.52;36.33;28.1;40.9;131.1;12.86
2019;Anual;4;Salamanca;42;Goya;29649;10.86;65.35;23.79;35.5;28.0;39.7;131.0;13.91
2020;Anual;4;Salamanca;42;Goya;29945;10.73;65.51;23.76;34.1;26.9;38.3;130.1;15.14
2021;Anual;4;Salamanca;42;Goya;29479;10.47;65.72;23.82;34.1;27.7;37.8;129.9;15.98
2022;Anual;4;Salamanca;42;Goya;29441;10.36;65.75;23.89;33.5;27.3;37.2;129.3;16.6
2005;Anual;20;San Blas - Canillejas;204;Arcos;23940;15.29;64.1;20.61;21.45;16.9;24.3;108.3;7.17
2006;Anual;20;San Blas - Canillejas;204;Arcos;24195;15.75;64.13;20.11;22.42;17.9;25.1;108.1;9.09
2007;Anual;20;San Blas - Canillejas;204;Arcos;24290;16.35;64.03;19.62;24.59;20.1;27.2;108.2;10.63
2008;Anual;20;San Blas - Canillejas;204;Arcos;24516;16.78;64.3;18.92;26.23;21.9;28.8;108.2;11.87
2009;Anual;20;San Blas - Canillejas;204;Arcos;24460;17.03;64.2;18.77;28.69;24.1;31.4;108.6;12.24
2010;Anual;20;San Blas - Canillejas;204;Arcos;24531;17.29;64.1;18.61;30.82;26.3;33.4;108.8;12.26
2011;Anual;20;San Blas - Canillejas;204;Arcos;24068;17.38;63.94;18.68;33.2;29.2;35.5;110.7;11.61
2012;Anual;20;San Blas - Canillejas;204;Arcos;23905;17.65;63.84;18.51;35.01;30.7;37.4;111.5;10.47
2013;Anual;20;San Blas - Canillejas;204;Arcos;23759;17.58;63.93;18.5;36.84;31.9;39.6;111.5;9.79
2014;Anual;20;San Blas - Canillejas;204;Arcos;23449;17.68;63.77;18.55;39.37;35.4;41.6;112.1;8.69
2015;Anual;20;San Blas - Canillejas;204;Arcos;23274;17.25;64.09;18.66;39.77;35.4;42.2;112.6;7.8
2016;Anual;20;San Blas - Canillejas;204;Arcos;23545;16.75;64.6;18.65;42.56;37.7;45.3;112.9;7.94
2017;Anual;20;San Blas - Canillejas;204;Arcos;23749;16.46;65.04;18.5;44.71;39.3;47.7;113.4;8.13
2018;Anual;20;San Blas - Canillejas;204;Arcos;23939;16.24;65.55;18.21;45.28;39.0;48.7;113.7;8.7
2019;Anual;20;San Blas - Canillejas;204;Arcos;24211;15.59;66.36;18.05;45.2;38.2;49.0;113.7;9.73
2020;Anual;20;San Blas - Canillejas;204;Arcos;24692;15.09;67.38;17.52;43.8;36.6;47.9;112.6;11.37
2021;Anual;20;San Blas - Canillejas;204;Arcos;24642;14.58;68.42;17.0;42.7;34.3;47.5;112.2;11.85
2022;Anual;20;San Blas - Canillejas;204;Arcos;24960;14.43;68.64;16.94;41.5;32.6;46.6;112.9;11.68
2005;Anual;1;Centro;11;Palacio;24786;10.12;70.73;19.15;34.3;25.5;38.6;114.1;18.99
2006;Anual;1;Centro;11;Palacio;24811;9.91;71.21;18.87;35.02;25.0;40.0;113.1;20.04
2007;Anual;1;Centro;11;Palacio;23580;9.83;71.23;18.94;35.84;25.7;40.8;114.5;18.57
2008;Anual;1;Centro;11;Palacio;23723;9.9;71.67;18.43;36.2;27.4;40.6;113.1;19.23
2009;Anual;1;Centro;11;Palacio;23713;9.64;71.95;18.42;36.48;27.4;41.1;112.9;19.63
2010;Anual;1;Centro;11;Palacio;23568;9.73;71.86;18.41;36.98;27.2;42.1;113.8;19.35
2011;Anual;1;Centro;11;Palacio;23421;9.69;71.96;18.35;37.69;27.9;43.1;113.1;19.57
2012;Anual;1;Centro;11;Palacio;22992;9.46;72.11;18.43;37.64;27.7;43.1;114.0;18.01
2013;Anual;1;Centro;11;Palacio;22751;9.67;71.86;18.47;37.77;28.7;43.0;111.5;17.19
2014;Anual;1;Centro;11;Palacio;22344;9.58;71.59;18.82;37.47;28.5;42.9;110.7;16.87
2015;Anual;1;Centro;11;Palacio;22166;9.4;71.69;18.92;37.06;28.1;42.6;109.6;16.33
2016;Anual;1;Centro;11;Palacio;22390;9.08;72.21;18.71;35.47;26.9;40.8;107.9;16.31
2017;Anual;1;Centro;11;Palacio;22353;8.84;72.38;18.78;35.34;27.4;40.3;106.6;16.53
2018;Anual;1;Centro;11;Palacio;22515;8.63;72.46;18.92;34.05;26.2;39.1;105.1;17.12
2019;Anual;1;Centro;11;Palacio;22923;8.31;72.84;18.85;32.9;24.5;38.3;104.4;17.57
2020;Anual;1;Centro;11;Palacio;23593;7.74;73.5;18.76;31.9;23.4;37.6;102.9;18.53
2021;Anual;1;Centro;11;Palacio;23584;7.49;73.72;18.79;31.3;22.9;37.0;102.8;19.76
2022;Anual;1;Centro;11;Palacio;23417;7.24;73.65;19.11;31.0;23.3;36.2;102.4;20.7
2005;Anual;3;Retiro;34;Ibiza;23609;11.38;64.79;23.85;39.43;32.2;42.7;130.4;11.73
2006;Anual;3;Retiro;34;Ibiza;23606;11.38;64.91;23.71;39.51;31.9;43.2;129.7;12.77
2007;Anual;3;Retiro;34;Ibiza;23190;11.57;64.89;23.54;40.05;32.5;43.7;128.9;12.33
2008;Anual;3;Retiro;34;Ibiza;23114;11.5;65.0;23.51;40.59;32.9;44.4;128.2;12.76
2009;Anual;3;Retiro;34;Ibiza;22944;11.37;65.13;23.5;40.42;32.0;44.6;129.4;13.41
2010;Anual;3;Retiro;34;Ibiza;22688;11.38;64.76;23.86;40.57;31.4;45.2;129.2;13.27
2011;Anual;3;Retiro;34;Ibiza;22476;11.67;64.44;23.89;40.85;31.2;45.7;129.0;13.08
2012;Anual;3;Retiro;34;Ibiza;22088;11.72;64.14;24.14;41.05;31.5;45.9;129.0;11.74
2013;Anual;3;Retiro;34;Ibiza;21940;11.71;64.06;24.23;40.82;31.7;45.5;128.8;11.16
2014;Anual;3;Retiro;34;Ibiza;21712;11.93;63.43;24.64;41.19;32.0;45.9;129.3;10.24
2015;Anual;3;Retiro;34;Ibiza;21404;12.03;63.12;24.85;41.51;33.0;46.0;128.5;9.29
2016;Anual;3;Retiro;34;Ibiza;21433;12.29;62.92;24.79;41.11;33.3;45.2;128.8;9.08
2017;Anual;3;Retiro;34;Ibiza;21347;12.39;62.72;24.89;40.35;33.4;44.1;128.0;9.21
2018;Anual;3;Retiro;34;Ibiza;21472;12.4;62.7;24.9;39.09;32.4;42.7;128.8;9.9
2019;Anual;3;Retiro;34;Ibiza;21646;12.42;62.72;24.86;38.0;30.8;41.9;127.4;11.32
2020;Anual;3;Retiro;34;Ibiza;21993;12.4;62.92;24.68;36.5;29.8;40.2;126.8;12.61
2021;Anual;3;Retiro;34;Ibiza;21558;12.18;62.91;24.91;35.7;30.1;38.9;125.8;12.74
2022;Anual;3;Retiro;34;Ibiza;21377;11.99;62.93;25.08;35.1;29.6;38.3;124.1;13.07
2005;Anual;3;Retiro;35;Los Jerónimos;7705;10.37;65.11;24.54;28.28;24.0;31.0;117.7;9.4
2006;Anual;3;Retiro;35;Los Jerónimos;7722;10.37;64.3;25.33;28.99;25.8;31.0;117.7;10.3
2007;Anual;3;Retiro;35;Los Jerónimos;7502;10.41;63.78;25.81;30.01;27.6;31.5;117.4;10.01
2008;Anual;3;Retiro;35;Los Jerónimos;7402;10.19;63.81;26.01;31.38;28.0;33.5;117.3;10.73
2009;Anual;3;Retiro;35;Los Jerónimos;7325;10.17;63.54;26.29;32.09;28.2;34.6;118.9;10.99
2010;Anual;3;Retiro;35;Los Jerónimos;7296;10.44;63.2;26.36;32.5;27.3;35.8;119.0;11.28
2011;Anual;3;Retiro;35;Los Jerónimos;7250;10.58;62.74;26.68;33.45;29.0;36.4;117.3;11.6
2012;Anual;3;Retiro;35;Los Jerónimos;7139;10.42;62.91;26.67;34.45;30.5;37.1;117.9;10.42
2013;Anual;3;Retiro;35;Los Jerónimos;7181;10.54;62.89;26.57;35.01;31.5;37.3;118.7;10.65
2014;Anual;3;Retiro;35;Los Jerónimos;7087;10.85;62.31;26.84;35.59;31.3;38.4;114.6;9.58
2015;Anual;3;Retiro;35;Los Jerónimos;7003;10.84;62.14;27.02;35.99;32.1;38.6;115.7;9.18
2016;Anual;3;Retiro;35;Los Jerónimos;7031;10.98;62.0;27.02;38.21;34.3;40.9;114.7;9.32
2017;Anual;3;Retiro;35;Los Jerónimos;7053;11.3;61.9;26.8;39.79;36.1;42.3;113.6;9.44
2018;Anual;3;Retiro;35;Los Jerónimos;7075;12.0;61.44;26.56;39.06;34.3;42.3;113.4;9.41
2019;Anual;3;Retiro;35;Los Jerónimos;7039;12.0;61.64;26.35;38.9;33.6;42.4;114.3;10.29
2020;Anual;3;Retiro;35;Los Jerónimos;7046;11.86;62.04;26.1;38.8;32.2;43.2;114.0;11.34
2021;Anual;3;Retiro;35;Los Jerónimos;6928;11.55;62.54;25.91;39.4;32.4;44.2;114.4;
2022;Anual;3;Retiro;35;Los Jerónimos;6926;11.7;62.37;25.93;39.0;32.1;43.4;114.0;
2005;Anual;3;Retiro;33;Estrella;24927;11.61;68.93;19.46;24.4;19.3;28.0;113.3;4.6
