Anio;Periodo_x;CodigoDistrito;NombreDistrito;CodigoBarrio;NombreBarrio;DatoPoblacion;DatoPoblacionMenor16;DatoPoblacionEntre16y64;DatoPoblacionMayor65;DatoSobreEnvejecimiento;DatoSobreenvejecimientoHombres;DatoSobreenvejecimientoMujeres;DatoFeminidad;DatoNacionalidadExtranjera;DatoParadosRegistrados;DatoParadosRegistradosHombres;DatoParadosRegistradosMujer;DatoAfiliacionesTrabajo;DatoAfiliacionesTrabajoHombres;DatoAfiliacionesTrabajoMujer;DatoAfiliacionesResidencia;DatoAfiliacionesResidenciaHombres;DatoAfiliacionesResidenciaMujer;DatoAutonomo;DatoAutonomosHombres;DatoAutonomosMujer;PrecioVentaEurosM2;PrecioAlquilerEurosM2;PresupuestoGasto;Gasto_Real;NumeroLocales;NumeroAlojamientos;Periodo_y;DatoRentaMedia
2020;Anual;7;Chamberí;74.0;Almagro;19838.0;11.41;64.73;23.86;35.2;26.8;40.0;125.6;13.98;600.0;263;337;64134.0;24.866;39.268;7772.0;3.698;4.074;2658.0;1.569;1.089;5.283;16.5;8130251.53;7357486.09;1282.0;9.0;Anual;72371.0
2013;Anual;4;Salamanca;44.0;Guindalera;41073.0;11.37;64.07;24.57;39.58;37.8;40.6;123.5;10.34;2146.0;983;1.163;18348.0;9.020;9.328;15010.0;7.049;7.961;1735.0;1.152;583;4.013;13.6;2678744.02;2596965.32;;;Anual;44361.0249973359
2013;Anual;4;Salamanca;46.0;Castellana;16958.0;11.96;65.88;22.16;37.17;28.5;42.1;131.7;14.35;505.0;186;319;28716.0;13.063;15.653;5734.0;2.601;3.133;1750.0;1.098;652;4.013;13.6;2678744.02;2596965.32;;;Anual;75552.7027060795
2013;Anual;4;Salamanca;45.0;Lista;21029.0;11.38;65.41;23.21;39.11;30.7;43.5;133.1;13.69;989.0;424;565;17867.0;6.540;11.327;7208.0;3.342;3.866;1337.0;809;528;4.013;13.6;2678744.02;2596965.32;;;Anual;45891.1550569293
2013;Anual;4;Salamanca;43.0;Fuente del Berro;21457.0;11.42;65.47;23.11;37.02;31.9;39.9;129.1;12.61;1235.0;572;663;8684.0;4.751;3.933;7940.0;3.595;4.345;881.0;539;342;4.013;13.6;2678744.02;2596965.32;;;Anual;38598.715288622
2013;Anual;4;Salamanca;41.0;Recoletos;15469.0;12.2;66.47;21.33;36.83;29.4;41.3;123.5;14.35;598.0;236;362;44150.0;20.742;23.408;5292.0;2.527;2.765;2231.0;1.396;835;4.013;13.6;2678744.02;2596965.32;;;Anual;78534.9370241884
2013;Anual;4;Salamanca;42.0;Goya;29637.0;10.98;66.08;22.94;37.95;30.6;41.8;132.3;12.86;1453.0;649;804;50062.0;20.088;29.974;10532.0;4.759;5.773;2001.0;1.124;877;4.013;13.6;2678744.02;2596965.32;;;Anual;46913.7553091718
2014;Anual;4;Salamanca;44.0;Guindalera;40606.0;11.47;63.48;25.05;40.62;37.7;42.3;123.9;9.71;1949.0;893;1.056;18408.0;8.977;9.431;13292.0;6.251;7.041;1934.0;1.271;663;4.145;14.0;1336786.09;1272321.26;1885.0;;Anual;44887.6277451733
2014;Anual;4;Salamanca;46.0;Castellana;16859.0;12.02;65.34;22.65;36.9;28.8;41.5;130.4;14.37;482.0;193;289;29145.0;13.480;15.665;5107.0;2.338;2.769;1967.0;1.217;750;4.145;14.0;1336786.09;1272321.26;1160.0;;Anual;83081.6707080446
2014;Anual;4;Salamanca;45.0;Lista;20641.0;11.39;64.77;23.84;38.7;31.0;42.8;132.9;12.77;901.0;379;522;17311.0;6.393;10.918;6409.0;2.930;3.479;1481.0;894;587;4.145;14.0;1336786.09;1272321.26;1151.0;;Anual;46932.6376009174
2014;Anual;4;Salamanca;43.0;Fuente del Berro;21127.0;11.54;64.77;23.68;37.72;33.1;40.3;129.2;11.6;1119.0;512;607;8342.0;4.455;3.887;6938.0;3.152;3.786;991.0;582;409;4.145;14.0;1336786.09;1272321.26;1011.0;;Anual;39343.2939813271
2014;Anual;4;Salamanca;41.0;Recoletos;15269.0;12.04;65.92;22.03;35.97;27.5;41.2;123.5;13.71;500.0;194;306;41435.0;19.535;21.900;4566.0;2.149;2.417;2553.0;1.586;967;4.145;14.0;1336786.09;1272321.26;1656.0;;Anual;82755.0352598524
2014;Anual;4;Salamanca;42.0;Goya;29096.0;11.0;65.5;23.5;37.84;30.9;41.5;131.1;11.86;1266.0;526;740;47828.0;19.581;28.247;9294.0;4.220;5.074;2252.0;1.265;987;4.145;14.0;1336786.09;1272321.26;1875.0;;Anual;47231.6698925241
2015;Anual;4;Salamanca;44.0;Guindalera;40351.0;11.63;63.13;25.24;41.31;38.9;42.7;123.4;9.25;1763.0;781;982;17976.0;8.408;9.568;13181.0;6.249;6.932;2035.0;1.328;707;4.375;14.9;2396684.5;2275571.46;1912.0;8.0;Anual;46340.8740988493
2015;Anual;4;Salamanca;46.0;Castellana;16684.0;12.09;65.0;22.91;36.28;28.8;40.6;129.4;13.17;430.0;181;249;29280.0;13.702;15.578;5045.0;2.329;2.716;2020.0;1.242;778;4.375;14.9;2396684.5;2275571.46;1189.0;14.0;Anual;82811.1790116372
2015;Anual;4;Salamanca;45.0;Lista;20339.0;11.56;64.28;24.16;38.62;30.6;42.9;132.4;12.17;818.0;325;493;17718.0;6.688;11.030;6298.0;2.893;3.405;1492.0;895;597;4.375;14.9;2396684.5;2275571.46;1154.0;7.0;Anual;47375.4245291166
2015;Anual;4;Salamanca;43.0;Fuente del Berro;20750.0;11.44;64.41;24.15;38.26;34.4;40.4;129.7;10.8;1012.0;471;541;9003.0;4.921;4.082;6910.0;3.155;3.755;1020.0;596;424;4.375;14.9;2396684.5;2275571.46;1018.0;;Anual;40503.5590024741
2015;Anual;4;Salamanca;41.0;Recoletos;15340.0;12.2;65.35;22.45;35.51;26.8;41.0;122.9;13.29;435.0;174;261;43777.0;20.565;23.212;4568.0;2.162;2.406;2613.0;1.596;1.017;4.375;14.9;2396684.5;2275571.46;1696.0;21.0;Anual;84705.7178808273
2015;Anual;4;Salamanca;42.0;Goya;28924.0;10.94;65.38;23.68;37.48;31.0;41.0;132.7;11.28;1175.0;478;697;48877.0;20.148;28.729;9230.0;4.253;4.977;2345.0;1.312;1.033;4.375;14.9;2396684.5;2275571.46;1911.0;5.0;Anual;48814.7378325123
2016;Anual;4;Salamanca;44.0;Guindalera;40448.0;11.48;63.4;25.12;42.15;40.2;43.2;122.1;9.33;1637.0;744;893;17869.0;8.429;9.440;15031.0;7.201;7.830;2034.0;1.333;701;4.495;16.0;4865279.87;1858686.94;1947.0;8.0;Anual;46916.0
2016;Anual;4;Salamanca;46.0;Castellana;16842.0;12.04;65.13;22.83;35.94;28.6;40.2;129.5;14.62;428.0;163;265;29864.0;13.936;15.928;5811.0;2.725;3.086;1945.0;1.206;739;4.495;16.0;4865279.87;1858686.94;1210.0;14.0;Anual;72529.0
2016;Anual;4;Salamanca;45.0;Lista;20633.0;11.62;64.48;23.9;38.08;30.1;42.3;132.6;13.0;747.0;318;429;16603.0;6.429;10.174;7181.0;3.279;3.902;1475.0;874;601;4.495;16.0;4865279.87;1858686.94;1182.0;7.0;Anual;49641.0
2016;Anual;4;Salamanca;43.0;Fuente del Berro;20729.0;11.46;64.17;24.37;38.06;34.0;40.4;129.1;10.69;931.0;409;522;9498.0;5.257;4.241;7801.0;3.597;4.204;1004.0;599;405;4.495;16.0;4865279.87;1858686.94;1062.0;;Anual;41676.0
2016;Anual;4;Salamanca;41.0;Recoletos;15484.0;12.28;64.97;22.75;34.26;25.9;39.7;123.2;13.72;388.0;162;226;45125.0;20.988;24.137;5331.0;2.545;2.786;2524.0;1.548;976;4.495;16.0;4865279.87;1858686.94;1707.0;25.0;Anual;79782.0
2016;Anual;4;Salamanca;42.0;Goya;29108.0;10.99;65.47;23.54;36.96;29.6;41.0;132.3;11.42;1033.0;417;616;50204.0;21.125;29.079;10604.0;4.808;5.796;2356.0;1.318;1.038;4.495;16.0;4865279.87;1858686.94;1945.0;6.0;Anual;50739.0
2017;Anual;4;Salamanca;44.0;Guindalera;40655.0;11.45;63.63;24.92;42.47;39.9;43.9;121.9;9.3;1540.0;684;856;19047.0;9.007;10.040;16057.0;7.694;8.363;2235.0;1.443;792;5.158;17.8;11871832.96;2941420.28;3749.0;8.0;Anual;47779.0
2017;Anual;4;Salamanca;46.0;Castellana;17016.0;12.0;65.27;22.73;36.38;29.1;40.7;128.6;15.47;401.0;162;239;30251.0;14.227;16.024;5986.0;2.757;3.229;2150.0;1.321;829;5.158;17.8;11871832.96;2941420.28;2327.0;14.0;Anual;72399.0
2017;Anual;4;Salamanca;45.0;Lista;20757.0;11.64;64.46;23.9;37.9;30.0;42.2;133.5;13.34;685.0;283;402;17016.0;6.653;10.363;7618.0;3.458;4.160;1602.0;953;649;5.158;17.8;11871832.96;2941420.28;2176.0;7.0;Anual;51492.0
2017;Anual;4;Salamanca;43.0;Fuente del Berro;20585.0;11.38;63.86;24.77;38.49;34.2;41.0;128.7;10.74;806.0;352;454;9872.0;5.457;4.415;8204.0;3.749;4.455;1083.0;646;437;5.158;17.8;11871832.96;2941420.28;2025.0;;Anual;42630.0
2017;Anual;4;Salamanca;41.0;Recoletos;15514.0;12.16;65.21;22.63;33.89;24.9;39.8;123.3;14.43;384.0;164;220;45637.0;20.760;24.877;5554.0;2.637;2.917;2736.0;1.658;1.078;5.158;17.8;11871832.96;2941420.28;3262.0;23.0;Anual;80387.0
2017;Anual;4;Salamanca;42.0;Goya;29273.0;11.16;65.23;23.6;36.85;29.1;41.1;131.6;11.77;1073.0;438;635;52034.0;21.868;30.166;11271.0;5.131;6.140;2523.0;1.437;1.086;5.158;17.8;11871832.96;2941420.28;3652.0;6.0;Anual;51783.0
2018;Anual;4;Salamanca;44.0;Guindalera;41259.0;11.55;63.78;24.67;42.04;38.4;44.1;122.2;10.05;1408.0;596;812;19271.0;8.975;10.040;16062.0;7.716;8.346;1488.0;965;792;5.710;18.3;17330749.11;8943841.56;2048.0;9.0;Anual;50064.0
2018;Anual;4;Salamanca;46.0;Castellana;16946.0;11.7;65.27;23.03;34.54;28.0;38.4;129.0;15.51;365.0;152;213;30687.0;14.149;16.024;6049.0;2.779;3.270;1712.0;1.063;829;5.710;18.3;17330749.11;8943841.56;1249.0;14.0;Anual;81380.0
2018;Anual;4;Salamanca;45.0;Lista;20956.0;11.47;64.57;23.96;37.69;30.0;41.9;132.3;13.41;603.0;247;356;16669.0;6.332;10.363;7665.0;3.507;4.158;1320.0;790;649;5.710;18.3;17330749.11;8943841.56;1202.0;8.0;Anual;54488.0
2018;Anual;4;Salamanca;43.0;Fuente del Berro;20747.0;11.18;64.2;24.63;38.07;33.2;40.8;129.4;11.13;756.0;310;446;10519.0;5.886;4.415;8258.0;3.798;4.460;945.0;582;437;5.710;18.3;17330749.11;8943841.56;1098.0;1.0;Anual;44221.0
2018;Anual;4;Salamanca;41.0;Recoletos;15756.0;11.9;65.38;22.72;33.5;25.4;38.8;122.2;15.81;363.0;139;224;46897.0;21.239;24.877;5516.0;2.614;2.902;2063.0;1.293;1.078;5.710;18.3;17330749.11;8943841.56;1757.0;19.0;Anual;81692.0
2018;Anual;4;Salamanca;42.0;Goya;29604.0;10.96;65.52;23.52;36.33;28.1;40.9;131.1;12.86;883.0;350;533;53631.0;22.069;30.166;11191.0;5.126;6.065;1768.0;990;1.086;5.710;18.3;17330749.11;8943841.56;1989.0;6.0;Anual;54456.0
2019;Anual;4;Salamanca;44.0;Guindalera;41609.0;11.51;64.13;24.36;41.3;37.1;43.7;121.2;10.63;1429.0;631;798;19714.0;9.406;10.308;16731.0;8.142;8.589;2562.0;1.617;945;5.873;18.9;10888383.27;4583967.72;2058.0;11.0;Anual;51211.0
2019;Anual;4;Salamanca;46.0;Castellana;17124.0;11.65;65.2;23.15;34.2;27.6;38.2;130.2;16.44;364.0;140;224;32875.0;15.439;17.436;6158.0;2.862;3.296;2300.0;1.434;866;5.873;18.9;10888383.27;4583967.72;1262.0;14.0;Anual;78977.0
2019;Anual;4;Salamanca;45.0;Lista;20961.0;11.3;64.79;23.91;36.6;28.9;40.9;131.9;13.73;624.0;258;366;17696.0;6.930;10.766;8044.0;3.704;4.340;1816.0;1.047;769;5.873;18.9;10888383.27;4583967.72;1211.0;9.0;Anual;56162.0
2019;Anual;4;Salamanca;43.0;Fuente del Berro;21071.0;11.11;64.54;24.36;37.7;32.6;40.7;129.1;11.82;794.0;332;462;12599.0;7.086;5.513;8503.0;3.920;4.583;1214.0;708;506;5.873;18.9;10888383.27;4583967.72;1108.0;;Anual;46273.0
2019;Anual;4;Salamanca;41.0;Recoletos;15734.0;11.91;65.11;22.98;33.5;26.4;38.2;122.4;16.8;315.0;122;193;47422.0;21.373;26.049;5592.0;2.688;2.904;2983.0;1.800;1.183;5.873;18.9;10888383.27;4583967.72;1776.0;18.0;Anual;76740.0
2019;Anual;4;Salamanca;42.0;Goya;29649.0;10.86;65.35;23.79;35.5;28.0;39.7;131.0;13.91;870.0;344;526;54752.0;22.849;31.903;11583.0;5.306;6.277;2735.0;1.513;1.222;5.873;18.9;10888383.27;4583967.72;2026.0;6.0;Anual;56778.0
2020;Anual;4;Salamanca;44.0;Guindalera;42306.0;11.43;64.66;23.92;40.1;35.6;42.6;121.0;11.54;1919.0;831;1.088;21039.0;9.627;11.412;16881.0;8.238;8.643;2673.0;1.705;968;5.740;17.0;2608992.05;1848787.02;2064.0;18.0;Anual;51932.0
2020;Anual;4;Salamanca;46.0;Castellana;17297.0;11.55;65.24;23.21;33.2;26.6;37.2;129.6;17.99;465.0;208;257;34490.0;16.039;18.451;6179.0;2.920;3.259;2414.0;1.493;921;5.740;17.0;2608992.05;1848787.02;1272.0;13.0;Anual;76960.0
2020;Anual;4;Salamanca;45.0;Lista;21211.0;10.89;65.42;23.69;35.4;28.7;39.1;132.8;15.1;791.0;331;460;17705.0;6.939;10.766;8061.0;3.751;4.310;1889.0;1.100;789;5.740;17.0;2608992.05;1848787.02;1219.0;10.0;Anual;56249.0
2020;Anual;4;Salamanca;43.0;Fuente del Berro;21249.0;10.89;64.81;24.29;36.7;31.5;39.7;128.9;12.98;1012.0;410;602;11934.0;6.428;5.506;8710.0;4.049;4.661;1261.0;719;542;5.740;17.0;2608992.05;1848787.02;1111.0;;Anual;46114.0
2020;Anual;4;Salamanca;41.0;Recoletos;15846.0;11.59;64.96;23.44;32.9;25.7;37.9;122.2;18.19;412.0;157;255;48291.0;21.443;26.848;5573.0;2.722;2.851;3121.0;1.880;1.241;5.740;17.0;2608992.05;1848787.02;1817.0;20.0;Anual;79782.0
2020;Anual;4;Salamanca;42.0;Goya;29945.0;10.73;65.51;23.76;34.1;26.9;38.3;130.1;15.14;1137.0;461;676;53676.0;22.093;31.583;11575.0;5.365;6.210;2841.0;1.586;1.255;5.740;17.0;2608992.05;1848787.02;2041.0;6.0;Anual;55488.0
2013;Anual;1;Centro;15.0;Universidad;32468.0;9.0;74.86;16.14;39.87;31.6;44.4;110.1;22.97;2387.0;1.215;1.172;29760.0;15.307;14.453;12819.0;6.339;6.480;2409.0;1.514;895;3.240;13.2;16286176.58;16089080.56;;;Anual;28782.5408047034
2013;Anual;1;Centro;14.0;Justicia;16996.0;9.36;74.16;16.48;35.99;29.3;39.8;103.0;20.98;1020.0;534;486;30750.0;14.269;16.481;6690.0;3.455;3.235;2052.0;1.234;818;3.240;13.2;16286176.58;16089080.56;;;Anual;36413.5358867178
2013;Anual;1;Centro;11.0;Palacio;22751.0;9.67;71.86;18.47;37.77;28.7;43.0;111.5;17.19;1613.0;822;791;14960.0;7.142;7.818;8593.0;4.379;4.214;1736.0;1.121;615;3.240;13.2;16286176.58;16089080.56;;;Anual;31912.671136554
2013;Anual;1;Centro;16.0;Sol;7827.0;7.32;76.95;15.73;33.96;28.9;37.3;98.8;27.12;581.0;325;256;23745.0;10.724;13.021;2933.0;1.526;1.407;1509.0;933;576;3.240;13.2;16286176.58;16089080.56;;;Anual;27377.5178430296
2013;Anual;1;Centro;13.0;Cortes;10888.0;8.09;75.38;16.53;34.83;26.3;40.5;100.4;21.45;792.0;429;363;32433.0;16.525;15.908;4132.0;2.138;1.994;1193.0;777;416;3.240;13.2;16286176.58;16089080.56;;;Anual;32410.5625925926
2013;Anual;1;Centro;12.0;Embajadores;47470.0;9.49;75.64;14.86;39.77;31.7;44.3;94.0;28.56;4229.0;2.322;1.907;10767.0;5.272;5.495;17458.0;9.059;8.399;2634.0;1.592;1.042;3.240;13.2;16286176.58;16089080.56;;;Anual;23917.9716060291
2014;Anual;1;Centro;15.0;Universidad;31412.0;8.82;74.62;16.55;38.67;30.2;43.3;110.1;21.65;2290.0;1.206;1.084;29716.0;15.580;14.136;11082.0;5.451;5.631;2775.0;1.745;1.030;3.324;13.7;24687077.04;20923693.32;3604.0;;Anual;28883.0456959947
2014;Anual;1;Centro;14.0;Justicia;16622.0;9.59;73.34;17.07;36.58;29.0;41.0;104.4;19.75;964.0;518;446;30960.0;14.348;16.612;5787.0;2.989;2.798;2368.0;1.432;936;3.324;13.7;24687077.04;20923693.32;4533.0;;Anual;35913.3274475179
2014;Anual;1;Centro;11.0;Palacio;22344.0;9.58;71.59;18.82;37.47;28.5;42.9;110.7;16.87;1513.0;800;713;15017.0;7.207;7.810;7587.0;3.834;3.753;1937.0;1.231;706;3.324;13.7;24687077.04;20923693.32;2767.0;;Anual;32445.4549182297
2014;Anual;1;Centro;16.0;Sol;7509.0;7.39;76.28;16.33;34.58;27.5;39.4;99.0;26.13;518.0;286;232;23342.0;10.570;12.772;2496.0;1.328;1.168;1677.0;1.032;645;3.324;13.7;24687077.04;20923693.32;1763.0;;Anual;27706.5462890301
2014;Anual;1;Centro;13.0;Cortes;10674.0;8.09;75.19;16.72;35.24;27.3;40.6;101.7;20.93;773.0;429;344;31259.0;15.885;15.374;3627.0;1.842;1.785;1378.0;884;494;3.324;13.7;24687077.04;20923693.32;2743.0;;Anual;32402.8497833656
2014;Anual;1;Centro;12.0;Embajadores;45710.0;9.5;75.36;15.15;39.94;31.9;44.5;95.2;26.72;3874.0;2.140;1.734;11199.0;5.575;5.624;14827.0;7.584;7.243;3047.0;1.828;1.219;3.324;13.7;24687077.04;20923693.32;6702.0;;Anual;23833.4106685303
2015;Anual;1;Centro;15.0;Universidad;30660.0;8.67;74.42;16.91;38.43;30.6;42.9;108.8;20.39;2021.0;1.046;975;30823.0;16.142;14.681;10846.0;5.357;5.489;2914.0;1.839;1.075;3.569;14.6;20084727.87;13594073.73;3651.0;25.0;Anual;30701.6520392922
2015;Anual;1;Centro;14.0;Justicia;16183.0;9.66;73.47;16.87;37.44;29.7;42.1;103.6;18.63;871.0;457;414;38490.0;21.424;17.066;5618.0;2.932;2.686;2448.0;1.484;964;3.569;14.6;20084727.87;13594073.73;4611.0;18.0;Anual;40314.882263767
2015;Anual;1;Centro;11.0;Palacio;22166.0;9.4;71.69;18.92;37.06;28.1;42.6;109.6;16.33;1428.0;768;660;15441.0;7.655;7.786;7489.0;3.806;3.683;2050.0;1.307;743;3.569;14.6;20084727.87;13594073.73;2795.0;24.0;Anual;34675.8479134597
2015;Anual;1;Centro;16.0;Sol;7347.0;7.54;75.91;16.55;34.54;27.5;39.1;99.4;24.7;470.0;251;219;23622.0;10.754;12.868;2477.0;1.336;1.141;1715.0;1.050;665;3.569;14.6;20084727.87;13594073.73;1796.0;36.0;Anual;30935.8043113426
2015;Anual;1;Centro;13.0;Cortes;10482.0;8.04;74.85;17.11;35.14;28.6;39.5;102.9;20.15;708.0;386;322;21644.0;10.452;11.192;3537.0;1.793;1.744;1428.0;903;525;3.569;14.6;20084727.87;13594073.73;2762.0;42.0;Anual;34952.6798046567
2015;Anual;1;Centro;12.0;Embajadores;44268.0;9.69;75.06;15.25;39.88;31.6;44.6;96.4;24.84;3491.0;1.920;1.571;11659.0;5.704;5.955;14604.0;7.512;7.092;3243.0;1.957;1.286;3.569;14.6;20084727.87;13594073.73;6758.0;22.0;Anual;25999.8327430822
2016;Anual;1;Centro;15.0;Universidad;30846.0;8.38;74.86;16.76;37.98;30.2;42.4;107.8;20.23;1776.0;875;901;32092.0;16.853;15.239;12502.0;6.315;6.187;2888.0;1.788;1.100;3.782;16.7;116601423.74;112271615.94;3704.0;29.0;Anual;31866.0
2016;Anual;1;Centro;14.0;Justicia;16420.0;9.48;73.88;16.64;36.75;28.7;41.6;101.4;18.53;844.0;454;390;32603.0;14.705;17.898;6477.0;3.385;3.092;2417.0;1.479;938;3.782;16.7;116601423.74;112271615.94;4691.0;21.0;Anual;41584.0
2016;Anual;1;Centro;11.0;Palacio;22390.0;9.08;72.21;18.71;35.47;26.9;40.8;107.9;16.31;1370.0;734;636;16018.0;8.085;7.933;8709.0;4.401;4.308;1991.0;1.262;729;3.782;16.7;116601423.74;112271615.94;2858.0;29.0;Anual;35509.0
2016;Anual;1;Centro;16.0;Sol;7422.0;7.22;76.29;16.49;33.42;25.2;38.8;99.0;25.46;472.0;255;217;25116.0;11.497;13.619;2775.0;1.480;1.295;1682.0;1.023;659;3.782;16.7;116601423.74;112271615.94;1837.0;39.0;Anual;31684.0
2016;Anual;1;Centro;13.0;Cortes;10622.0;7.94;75.4;16.66;35.37;29.2;39.6;101.8;20.55;657.0;348;309;22193.0;10.681;11.512;4082.0;2.086;1.996;1439.0;887;552;3.782;16.7;116601423.74;112271615.94;2786.0;44.0;Anual;37427.0
2016;Anual;1;Centro;12.0;Embajadores;44944.0;9.4;75.82;14.78;39.08;31.3;43.6;95.9;24.68;3192.0;1.724;1.468;11946.0;5.906;6.040;17263.0;9.051;8.212;3239.0;1.975;1.264;3.782;16.7;116601423.74;112271615.94;6843.0;23.0;Anual;26762.0
2017;Anual;1;Centro;15.0;Universidad;30709.0;8.42;74.83;16.74;37.19;29.5;41.7;106.7;20.26;1604.0;775;829;32675.0;17.232;15.443;13617.0;6.938;6.679;3171.0;1.995;1.176;4.582;17.9;29324768.17;11890433.47;7183.0;30.0;Anual;33209.0
2017;Anual;1;Centro;14.0;Justicia;16374.0;9.04;74.4;16.56;36.17;28.1;41.1;100.9;19.37;780.0;422;358;31650.0;14.487;17.163;7028.0;3.709;3.319;2622.0;1.593;1.029;4.582;17.9;29324768.17;11890433.47;9102.0;27.0;Anual;43045.0
2017;Anual;1;Centro;11.0;Palacio;22353.0;8.84;72.38;18.78;35.34;27.4;40.3;106.6;16.53;1273.0;689;584;14445.0;7.330;7.115;9310.0;4.754;4.556;2206.0;1.408;798;4.582;17.9;29324768.17;11890433.47;5567.0;29.0;Anual;36357.0
2017;Anual;1;Centro;16.0;Sol;7341.0;7.06;76.11;16.84;32.52;24.8;37.6;97.7;25.02;415.0;229;186;24864.0;11.434;13.430;2989.0;1.603;1.386;1787.0;1.096;691;4.582;17.9;29324768.17;11890433.47;3533.0;39.0;Anual;32599.0
2017;Anual;1;Centro;13.0;Cortes;10521.0;7.56;75.59;16.85;35.48;28.3;40.5;100.8;20.89;579.0;294;285;23080.0;11.089;11.991;4478.0;2.350;2.128;1532.0;959;573;4.582;17.9;29324768.17;11890433.47;5398.0;45.0;Anual;37725.0
2017;Anual;1;Centro;12.0;Embajadores;44630.0;9.23;76.23;14.54;38.09;30.4;42.7;94.5;24.57;2955.0;1.527;1.428;12700.0;6.303;6.397;19057.0;10.097;8.960;3593.0;2.198;1.395;4.582;17.9;29324768.17;11890433.47;13343.0;24.0;Anual;27655.0
2018;Anual;1;Centro;15.0;Universidad;30897.0;8.21;75.27;16.52;35.99;27.8;40.8;105.4;20.96;1494.0;742;752;31994.0;16.696;15.298;13378.0;6.843;6.535;2417.0;1.527;890;4.973;18.3;53193457.92;22559165.84;3769.0;35.0;Anual;35344.0
2018;Anual;1;Centro;14.0;Justicia;16578.0;8.66;74.94;16.4;35.84;28.3;40.4;98.9;20.57;743.0;402;341;32294.0;14.592;17.702;6926.0;3.654;3.272;1801.0;1.096;705;4.973;18.3;53193457.92;22559165.84;4794.0;29.0;Anual;48203.0
2018;Anual;1;Centro;11.0;Palacio;22515.0;8.63;72.46;18.92;34.05;26.2;39.1;105.1;17.12;1217.0;644;573;14320.0;7.172;7.148;9336.0;4.802;4.534;1599.0;1.013;586;4.973;18.3;53193457.92;22559165.84;2917.0;31.0;Anual;38974.0
2018;Anual;1;Centro;16.0;Sol;7201.0;7.03;75.81;17.16;31.88;24.1;37.1;96.1;25.07;356.0;196;160;25154.0;11.604;13.550;2965.0;1.596;1.369;1285.0;811;474;4.973;18.3;53193457.92;22559165.84;1884.0;42.0;Anual;35057.0
2018;Anual;1;Centro;13.0;Cortes;10531.0;7.26;75.86;16.87;34.1;27.8;38.6;100.0;21.96;488.0;243;245;23791.0;11.312;12.479;4449.0;2.341;2.108;1105.0;699;406;4.973;18.3;53193457.92;22559165.84;2826.0;45.0;Anual;40963.0
2018;Anual;1;Centro;12.0;Embajadores;44630.0;9.05;76.56;14.38;37.08;30.0;41.4;93.8;25.26;2631.0;1.322;1.309;12143.0;5.837;6.306;18971.0;10.210;8.761;2507.0;1.521;986;4.973;18.3;53193457.92;22559165.84;6942.0;27.0;Anual;29472.0
2019;Anual;1;Centro;15.0;Universidad;31725.0;8.03;75.68;16.29;35.1;27.1;39.9;103.8;21.58;1565.0;787;778;33111.0;17.165;15.946;13824.0;7.104;6.720;3502.0;2.156;1.346;5.059;18.7;51244363.57;22884043.81;3779.0;35.0;Anual;37722.0
2019;Anual;1;Centro;14.0;Justicia;17153.0;8.47;75.45;16.08;34.7;27.4;39.3;97.7;21.38;780.0;442;338;32070.0;15.060;17.010;7166.0;3.831;3.335;2766.0;1.669;1.097;5.059;18.7;51244363.57;22884043.81;4807.0;30.0;Anual;49357.0
2019;Anual;1;Centro;11.0;Palacio;22923.0;8.31;72.84;18.85;32.9;24.5;38.3;104.4;17.57;1197.0;654;543;19033.0;8.613;10.420;9542.0;4.929;4.613;2396.0;1.483;913;5.059;18.7;51244363.57;22884043.81;2938.0;34.0;Anual;41769.0
2019;Anual;1;Centro;16.0;Sol;7337.0;6.98;75.97;17.05;31.6;21.7;38.5;95.7;27.37;355.0;198;157;26432.0;12.226;14.206;2996.0;1.623;1.373;1838.0;1.149;689;5.059;18.7;51244363.57;22884043.81;1978.0;44.0;Anual;36717.0
2019;Anual;1;Centro;13.0;Cortes;10484.0;7.27;75.77;16.96;32.7;27.0;36.7;100.3;23.08;527.0;256;271;25249.0;12.082;13.167;4523.0;2.388;2.135;1678.0;1.029;649;5.059;18.7;51244363.57;22884043.81;2835.0;46.0;Anual;42477.0
2019;Anual;1;Centro;12.0;Embajadores;45259.0;8.81;77.11;14.07;35.8;28.5;40.3;93.5;26.22;2645.0;1.376;1.269;13456.0;6.633;6.823;19531.0;10.524;9.007;4037.0;2.457;1.580;5.059;18.7;51244363.57;22884043.81;6968.0;35.0;Anual;31537.0
2020;Anual;1;Centro;15.0;Universidad;33418.0;7.49;76.9;15.61;33.5;25.8;38.3;101.5;22.78;2193.0;1.113;1.080;34152.0;16.741;17.411;14372.0;7.492;6.720;3631.0;2.215;1.416;4.865;16.7;27767983.24;19694502.15;3797.0;35.0;Anual;37188.0
2020;Anual;1;Centro;14.0;Justicia;18021.0;7.87;76.44;15.69;32.9;25.1;37.8;96.7;22.43;1042.0;600;442;33119.0;15.429;17.690;7488.0;4.053;3.335;2895.0;1.710;1.185;4.865;16.7;27767983.24;19694502.15;4841.0;30.0;Anual;48352.0
2020;Anual;1;Centro;11.0;Palacio;23593.0;7.74;73.5;18.76;31.9;23.4;37.6;102.9;18.53;1671.0;896;775;19736.0;8.907;10.829;9841.0;5.165;4.613;2487.0;1.554;933;4.865;16.7;27767983.24;19694502.15;2939.0;41.0;Anual;39390.0
