Anio;Periodo_x;CodigoDistrito;NombreDistrito;CodigoBarrio;NombreBarrio;DatoPoblacion;DatoPoblacionMenor16;DatoPoblacionEntre16y64;DatoPoblacionMayor65;DatoSobreEnvejecimiento;DatoSobreenvejecimientoHombres;DatoSobreenvejecimientoMujeres;DatoFeminidad;DatoNacionalidadExtranjera;DatoParadosRegistrados;DatoParadosRegistradosHombres;DatoParadosRegistradosMujer;DatoAfiliacionesTrabajo;DatoAfiliacionesTrabajoHombres;DatoAfiliacionesTrabajoMujer;DatoAfiliacionesResidencia;DatoAfiliacionesResidenciaHombres;DatoAfiliacionesResidenciaMujer;DatoAutonomo;DatoAutonomosHombres;DatoAutonomosMujer;PrecioVentaEurosM2;PrecioAlquilerEurosM2;PresupuestoGasto;Gasto_Real;NumeroLocales;NumeroAlojamientos;Periodo_y;DatoRentaMedia
2014;Anual;6;Tetuán;63.0;Castillejos;19963.0;10.02;65.9;24.08;38.34;34.3;40.9;121.7;15.02;1056.0;487;569;25243.0;13.310;11.933;6481.0;2.997;3.484;1888.0;1.187;701;2.575;11.4;12022573.58;8809151.31;1202.0;;Anual;44890.0583371455
2014;Anual;6;Tetuán;66.0;Berruguete;23783.0;13.3;69.32;17.38;38.86;34.6;41.2;123.3;21.97;1836.0;910;926;3648.0;1.901;1.747;8244.0;3.604;4.640;972.0;648;324;2.575;11.4;12022573.58;8809151.31;1493.0;;Anual;26856.5614075824
2014;Anual;6;Tetuán;61.0;Bellas Vistas;28326.0;12.45;69.0;18.55;38.21;31.8;41.9;120.3;23.0;2107.0;1.046;1.061;6278.0;3.073;3.205;9282.0;4.102;5.180;1200.0;767;433;2.575;11.4;12022573.58;8809151.31;1621.0;;Anual;29188.9605135898
2014;Anual;6;Tetuán;62.0;Cuatro Caminos;33633.0;10.8;66.21;23.0;37.95;33.0;40.8;123.9;14.63;1919.0;884;1.035;47796.0;23.959;23.837;11085.0;5.031;6.054;2704.0;1.766;938;2.575;11.4;12022573.58;8809151.31;2491.0;;Anual;40897.4817955285
2015;Anual;6;Tetuán;64.0;Almenara;21651.0;12.63;65.39;21.98;46.0;41.4;48.6;120.3;12.05;1838.0;879;959;13749.0;6.832;6.917;6780.0;3.182;3.598;750.0;494;256;2.605;12.2;31440451.46;20631915.98;1426.0;4.0;Anual;28746.7033662579
2015;Anual;6;Tetuán;65.0;Valdeacederas;24583.0;13.71;70.8;15.49;38.98;34.3;41.7;115.3;18.37;1809.0;863;946;3284.0;1.922;1.362;8696.0;4.032;4.664;981.0;705;276;2.605;12.2;31440451.46;20631915.98;1877.0;2.0;Anual;28242.0523623145
2015;Anual;6;Tetuán;63.0;Castillejos;19639.0;10.06;65.28;24.67;38.17;34.4;40.5;122.6;14.13;968.0;418;550;27524.0;14.083;13.441;6425.0;3.008;3.417;1980.0;1.250;730;2.605;12.2;31440451.46;20631915.98;1219.0;10.0;Anual;45025.3268859599
2015;Anual;6;Tetuán;66.0;Berruguete;23637.0;13.53;68.86;17.61;39.52;35.4;41.8;123.1;20.29;1689.0;821;868;3874.0;1.955;1.919;8171.0;3.603;4.568;1026.0;686;340;2.605;12.2;31440451.46;20631915.98;1514.0;1.0;Anual;28945.5254772727
2015;Anual;6;Tetuán;61.0;Bellas Vistas;28014.0;12.47;68.7;18.83;38.36;32.0;42.1;120.8;21.44;1940.0;946;994;6430.0;3.157;3.273;9172.0;4.126;5.046;1230.0;794;436;2.605;12.2;31440451.46;20631915.98;1632.0;6.0;Anual;31125.2299026959
2015;Anual;6;Tetuán;62.0;Cuatro Caminos;33336.0;10.96;65.74;23.3;38.41;33.4;41.3;123.7;13.46;1722.0;784;938;50313.0;25.666;24.647;10864.0;4.975;5.889;2778.0;1.794;984;2.605;12.2;31440451.46;20631915.98;2548.0;13.0;Anual;43306.0232761758
2016;Anual;6;Tetuán;64.0;Almenara;21769.0;12.54;65.84;21.62;46.46;41.7;49.2;119.4;12.38;1743.0;803;940;13902.0;6.819;7.083;7730.0;3.607;4.123;728.0;486;242;2.769;13.5;57707356.24;34748714.11;1465.0;3.0;Anual;29675.0
2016;Anual;6;Tetuán;65.0;Valdeacederas;24932.0;13.86;70.82;15.32;39.29;34.2;42.3;115.7;18.87;1688.0;793;895;3267.0;1.880;1.387;9976.0;4.636;5.340;994.0;699;295;2.769;13.5;57707356.24;34748714.11;1898.0;1.0;Anual;28694.0
2016;Anual;6;Tetuán;63.0;Castillejos;19799.0;10.07;65.54;24.4;37.72;34.6;39.7;121.8;13.95;913.0;417;496;26372.0;13.259;13.113;7227.0;3.416;3.811;1892.0;1.189;703;2.769;13.5;57707356.24;34748714.11;1232.0;11.0;Anual;46596.0
2016;Anual;6;Tetuán;66.0;Berruguete;24198.0;13.43;69.43;17.14;39.83;36.2;41.9;123.1;21.27;1563.0;722;841;3893.0;1.972;1.921;9366.0;4.152;5.214;1037.0;706;331;2.769;13.5;57707356.24;34748714.11;1518.0;1.0;Anual;29321.0
2016;Anual;6;Tetuán;61.0;Bellas Vistas;28210.0;12.36;68.81;18.83;37.81;31.2;41.6;120.2;21.41;1751.0;824;927;6530.0;3.263;3.267;10576.0;4.742;5.834;1190.0;780;410;2.769;13.5;57707356.24;34748714.11;1660.0;6.0;Anual;31745.0
2016;Anual;6;Tetuán;62.0;Cuatro Caminos;33637.0;10.87;66.0;23.12;38.32;33.3;41.2;122.5;13.68;1532.0;706;826;68169.0;39.977;28.192;12377.0;5.737;6.640;2707.0;1.749;958;2.769;13.5;57707356.24;34748714.11;2588.0;13.0;Anual;44416.0
2017;Anual;6;Tetuán;64.0;Almenara;21982.0;12.42;66.75;20.84;47.36;42.3;50.2;119.4;12.41;1665.0;755;910;13473.0;6.619;6.854;8421.0;3.951;4.470;807.0;540;267;3.086;14.9;56490181.31;28344862.13;2845.0;3.0;Anual;30883.0
2017;Anual;6;Tetuán;65.0;Valdeacederas;25214.0;13.66;71.25;15.09;40.32;35.3;43.3;115.8;19.83;1527.0;713;814;3164.0;1.816;1.348;10889.0;5.110;5.779;1068.0;753;315;3.086;14.9;56490181.31;28344862.13;3636.0;1.0;Anual;28996.0
2017;Anual;6;Tetuán;63.0;Castillejos;19982.0;9.98;65.77;24.25;38.02;34.8;40.1;121.3;14.23;838.0;367;471;26606.0;13.193;13.413;7891.0;3.763;4.128;2088.0;1.317;771;3.086;14.9;56490181.31;28344862.13;2321.0;11.0;Anual;46951.0
2017;Anual;6;Tetuán;66.0;Berruguete;24314.0;13.46;69.53;17.01;39.89;35.9;42.1;124.5;21.8;1396.0;621;775;4171.0;2.099;2.072;10133.0;4.489;5.644;1069.0;695;374;3.086;14.9;56490181.31;28344862.13;2922.0;1.0;Anual;30201.0
2017;Anual;6;Tetuán;61.0;Bellas Vistas;28359.0;12.52;68.83;18.65;37.63;31.3;41.3;120.8;21.44;1511.0;690;821;6436.0;3.309;3.127;11300.0;5.140;6.160;1204.0;776;428;3.086;14.9;56490181.31;28344862.13;3177.0;6.0;Anual;32298.0
2017;Anual;6;Tetuán;62.0;Cuatro Caminos;33938.0;10.99;65.95;23.06;38.01;33.4;40.6;122.5;13.8;1375.0;622;753;69615.0;42.074;27.541;13471.0;6.274;7.197;2962.0;1.912;1.050;3.086;14.9;56490181.31;28344862.13;4889.0;15.0;Anual;44644.0
2018;Anual;6;Tetuán;64.0;Almenara;22421.0;12.31;67.44;20.25;46.89;41.4;50.0;119.6;13.31;1519.0;686;833;14039.0;6.842;7.197;8505.0;4.003;4.502;686.0;465;221;3.629;15.4;23958449.92;12887475.98;1518.0;3.0;Anual;31609.0
2018;Anual;6;Tetuán;65.0;Valdeacederas;25571.0;13.48;71.74;14.77;39.68;35.0;42.5;116.1;21.22;1335.0;568;767;3064.0;1.657;1.407;10981.0;5.168;5.813;806.0;560;246;3.629;15.4;23958449.92;12887475.98;1893.0;1.0;Anual;30164.0
2018;Anual;6;Tetuán;63.0;Castillejos;20363.0;9.92;66.12;23.96;37.84;34.0;40.2;121.1;14.69;735.0;320;415;27543.0;13.953;13.590;7823.0;3.758;4.065;1477.0;930;547;3.629;15.4;23958449.92;12887475.98;1260.0;12.0;Anual;48631.0
2018;Anual;6;Tetuán;66.0;Berruguete;24608.0;12.97;70.24;16.8;39.51;35.5;41.7;124.6;22.8;1219.0;556;663;3935.0;1.955;1.980;10193.0;4.582;5.611;816.0;535;281;3.629;15.4;23958449.92;12887475.98;1530.0;2.0;Anual;31387.0
2018;Anual;6;Tetuán;61.0;Bellas Vistas;28750.0;12.28;69.17;18.55;36.56;30.3;40.2;120.2;21.93;1322.0;607;715;5922.0;3.005;2.917;11455.0;5.276;6.179;875.0;579;296;3.629;15.4;23958449.92;12887475.98;1665.0;6.0;Anual;33574.0
2018;Anual;6;Tetuán;62.0;Cuatro Caminos;34254.0;10.97;66.07;22.96;37.52;32.3;40.6;121.6;14.12;1293.0;562;731;84297.0;49.961;34.336;13362.0;6.272;7.090;2260.0;1.463;797;3.629;15.4;23958449.92;12887475.98;2625.0;15.0;Anual;46339.0
2019;Anual;6;Tetuán;64.0;Almenara;22642.0;12.11;68.02;19.87;45.5;39.2;49.1;119.5;14.4;1587.0;682;905;15273.0;7.159;8.114;8993.0;4.234;4.759;901.0;589;312;3.656;16.0;19550689.87;6370277.96;1530.0;5.0;Anual;32853.0
2019;Anual;6;Tetuán;65.0;Valdeacederas;26021.0;13.11;72.34;14.55;38.8;33.8;41.9;115.4;22.68;1475.0;654;821;3456.0;1.895;1.561;11474.0;5.458;6.016;1168.0;802;366;3.656;16.0;19550689.87;6370277.96;1909.0;1.0;Anual;31573.0
2019;Anual;6;Tetuán;63.0;Castillejos;20513.0;9.78;66.43;23.79;37.0;33.0;39.5;122.9;15.08;727.0;310;417;28835.0;14.225;14.610;8187.0;3.924;4.263;2168.0;1.351;817;3.656;16.0;19550689.87;6370277.96;1268.0;12.0;Anual;51363.0
2019;Anual;6;Tetuán;66.0;Berruguete;25007.0;12.59;70.77;16.64;39.4;35.9;41.3;124.0;24.05;1271.0;577;694;4436.0;2.170;2.266;10721.0;4.842;5.879;1162.0;758;404;3.656;16.0;19550689.87;6370277.96;1536.0;2.0;Anual;32845.0
2019;Anual;6;Tetuán;61.0;Bellas Vistas;29146.0;11.95;69.67;18.38;35.2;29.2;38.7;119.3;22.82;1397.0;641;756;6612.0;3.394;3.218;11989.0;5.592;6.397;1354.0;867;487;3.656;16.0;19550689.87;6370277.96;1680.0;7.0;Anual;35048.0
2019;Anual;6;Tetuán;62.0;Cuatro Caminos;34608.0;10.74;66.6;22.65;36.7;31.6;39.7;122.1;14.9;1259.0;542;717;101233.0;62.331;38.902;13799.0;6.529;7.270;3171.0;2.028;1.143;3.656;16.0;19550689.87;6370277.96;2654.0;16.0;Anual;48879.0
2020;Anual;6;Tetuán;64.0;Almenara;23003.0;12.01;68.65;19.35;43.6;36.9;47.5;118.0;15.89;1934.0;856;1.078;16343.0;7.341;9.002;9091.0;4.371;4.720;955.0;629;326;3.649;14.9;10971310.93;9094916.03;1534.0;7.0;Anual;33159.0
2020;Anual;6;Tetuán;65.0;Valdeacederas;26545.0;12.83;72.84;14.33;37.2;32.8;39.9;115.0;23.85;1923.0;854;1.069;3348.0;1.904;1.444;11569.0;5.586;5.983;1220.0;842;378;3.649;14.9;10971310.93;9094916.03;1917.0;2.0;Anual;31244.0
2020;Anual;6;Tetuán;63.0;Castillejos;20835.0;9.54;66.84;23.61;36.2;32.5;38.4;121.9;15.92;1020.0;469;551;33762.0;16.322;17.440;8326.0;4.020;4.306;2215.0;1.357;858;3.649;14.9;10971310.93;9094916.03;1268.0;12.0;Anual;49475.0
2020;Anual;6;Tetuán;66.0;Berruguete;25843.0;12.34;71.27;16.39;37.9;34.2;39.9;122.9;24.81;1672.0;750;922;4553.0;2.150;2.403;10865.0;5.023;5.842;1212.0;784;428;3.649;14.9;10971310.93;9094916.03;1538.0;3.0;Anual;32467.0
2020;Anual;6;Tetuán;61.0;Bellas Vistas;29895.0;11.88;70.04;18.08;33.8;28.1;37.2;119.1;24.08;1870.0;851;1.019;6747.0;3.448;3.299;12216.0;5.762;6.454;1420.0;890;530;3.649;14.9;10971310.93;9094916.03;1688.0;8.0;Anual;34744.0
2020;Anual;6;Tetuán;62.0;Cuatro Caminos;35192.0;10.5;67.03;22.47;35.4;30.2;38.4;122.3;15.45;1592.0;675;917;104404.0;67.311;37.093;14229.0;6.754;7.475;3224.0;2.056;1.168;3.649;14.9;10971310.93;9094916.03;2647.0;19.0;Anual;48478.0
2013;Anual;20;San Blas - Canillejas;206.0;Rejas;14643.0;20.28;67.93;11.79;43.31;42.9;43.6;103.5;14.59;; - ; - ;14180.0;9.719;4.461;6139.0;3.163;2.976;374.0;262;112;2.150;9.1;6460883.58;5877625.32;;;Anual;36235.7974671828
2013;Anual;20;San Blas - Canillejas;208.0;El Salvador;11870.0;15.57;67.38;17.05;31.13;27.2;33.8;113.4;8.63;; - ; - ;18354.0;8.152;10.202;4453.0;2.167;2.286;375.0;230;145;2.150;9.1;6460883.58;5877625.32;;;Anual;50342.1891680415
2013;Anual;20;San Blas - Canillejas;205.0;Rosas;32017.0;23.18;66.88;9.94;24.15;19.1;28.2;106.1;6.32;; - ; - ;4066.0;1.699;2.367;13281.0;6.785;6.496;859.0;583;276;2.150;9.1;6460883.58;5877625.32;;;Anual;41383.4904816153
2013;Anual;20;San Blas - Canillejas;207.0;Canillejas;29561.0;12.86;66.05;21.08;28.8;23.5;32.6;112.2;15.46;; - ; - ;3024.0;1.567;1.457;10307.0;4.970;5.337;1001.0;680;321;2.150;9.1;6460883.58;5877625.32;;;Anual;30527.1154862024
2013;Anual;20;San Blas - Canillejas;201.0;Simancas;26328.0;15.53;66.33;18.14;42.63;37.8;45.4;112.8;16.02;; - ; - ;51207.0;26.042;25.165;9098.0;4.356;4.742;1308.0;913;395;2.150;9.1;6460883.58;5877625.32;;;Anual;29510.1733002143
2013;Anual;20;San Blas - Canillejas;202.0;Hellín;9108.0;11.66;59.15;29.19;48.63;48.6;48.6;117.3;10.1;; - ; - ;290.0;172;118;2800.0;1.371;1.429;125.0;86;39;2.150;9.1;6460883.58;5877625.32;;;Anual;22647.0704632153
2013;Anual;20;San Blas - Canillejas;203.0;Amposta;8292.0;13.53;61.92;24.54;44.57;43.1;45.4;113.3;13.04;; - ; - ;398.0;214;184;2572.0;1.228;1.344;193.0;126;67;2.150;9.1;6460883.58;5877625.32;;;Anual;21317.2334949371
2013;Anual;20;San Blas - Canillejas;204.0;Arcos;23759.0;17.58;63.93;18.5;36.84;31.9;39.6;111.5;9.79;; - ; - ;2117.0;959;1.158;8276.0;4.054;4.222;428.0;297;131;2.150;9.1;6460883.58;5877625.32;;;Anual;26632.9861534921
2014;Anual;20;San Blas - Canillejas;206.0;Rejas;14660.0;20.48;67.67;11.84;44.82;43.6;45.7;103.4;13.47;834.0;358;476;15517.0;10.717;4.800;5583.0;2.836;2.747;477.0;327;150;2.104;8.7;11700196.05;11070658.62;;;Anual;36011.2595560324
2014;Anual;20;San Blas - Canillejas;208.0;El Salvador;11569.0;14.64;67.38;17.98;31.68;27.9;34.4;113.1;7.43;570.0;260;310;17588.0;7.919;9.669;3910.0;1.925;1.985;415.0;251;164;2.104;8.7;11700196.05;11070658.62;;;Anual;53790.786705298
2014;Anual;20;San Blas - Canillejas;205.0;Rosas;31746.0;22.85;66.43;10.72;25.1;20.3;28.9;106.4;5.66;1812.0;746;1.066;3709.0;1.686;2.023;11781.0;5.982;5.799;982.0;661;321;2.104;8.7;11700196.05;11070658.62;;;Anual;41992.8830891749
2014;Anual;20;San Blas - Canillejas;207.0;Canillejas;28865.0;12.84;65.19;21.97;29.74;25.4;32.9;113.0;13.74;2265.0;1.127;1.138;3174.0;1.671;1.503;9119.0;4.329;4.790;1102.0;751;351;2.104;8.7;11700196.05;11070658.62;;;Anual;30764.4044872511
2014;Anual;20;San Blas - Canillejas;201.0;Simancas;26052.0;15.68;66.21;18.11;45.07;39.2;48.4;112.5;14.64;2175.0;1.156;1.019;53317.0;26.656;26.661;8658.0;4.126;4.532;1448.0;996;452;2.104;8.7;11700196.05;11070658.62;;;Anual;29644.9132389055
2014;Anual;20;San Blas - Canillejas;202.0;Hellín;8853.0;11.32;59.38;29.3;52.54;52.6;52.5;119.1;8.83;876.0;441;435;338.0;196;142;2418.0;1.191;1.227;145.0;103;42;2.104;8.7;11700196.05;11070658.62;;;Anual;22632.6587905443
2014;Anual;20;San Blas - Canillejas;203.0;Amposta;8178.0;13.66;61.68;24.66;45.96;44.2;46.9;112.6;11.75;905.0;514;391;408.0;208;200;2235.0;1.074;1.161;213.0;130;83;2.104;8.7;11700196.05;11070658.62;;;Anual;20884.6508397181
2014;Anual;20;San Blas - Canillejas;204.0;Arcos;23449.0;17.68;63.77;18.55;39.37;35.4;41.6;112.1;8.69;2113.0;1.115;998;2099.0;986;1.113;7335.0;3.571;3.764;488.0;320;168;2.104;8.7;11700196.05;11070658.62;;;Anual;26734.8886050247
2015;Anual;20;San Blas - Canillejas;206.0;Rejas;14862.0;20.99;67.08;11.92;45.6;43.5;47.0;104.6;13.13;784.0;348;436;16152.0;10.848;5.304;5600.0;2.872;2.728;539.0;366;173;2.043;9.3;10577747.51;5979386.27;;;Anual;38202.7270639004
2015;Anual;20;San Blas - Canillejas;208.0;El Salvador;11425.0;13.96;67.33;18.7;32.9;28.4;36.1;112.8;6.75;529.0;223;306;18886.0;8.232;10.654;3938.0;1.915;2.023;432.0;267;165;2.043;9.3;10577747.51;5979386.27;;;Anual;54441.1045863053
2015;Anual;20;San Blas - Canillejas;205.0;Rosas;31369.0;22.14;66.58;11.28;26.11;21.2;30.1;106.4;4.89;1625.0;632;993;4376.0;1.897;2.479;11921.0;6.018;5.903;1073.0;723;350;2.043;9.3;10577747.51;5979386.27;;;Anual;43369.4685542836
2015;Anual;20;San Blas - Canillejas;207.0;Canillejas;28671.0;12.98;64.77;22.25;30.78;26.8;33.7;113.3;13.06;2106.0;1.005;1.101;3182.0;1.727;1.455;9170.0;4.367;4.803;1161.0;784;377;2.043;9.3;10577747.51;5979386.27;;;Anual;31306.0089447945
2015;Anual;20;San Blas - Canillejas;201.0;Simancas;26021.0;15.88;66.43;17.69;46.61;41.2;49.7;112.4;13.8;2111.0;1.083;1.028;57002.0;27.846;29.156;8644.0;4.144;4.500;1517.0;1.052;465;2.043;9.3;10577747.51;5979386.27;;;Anual;31368.0821042939
2015;Anual;20;San Blas - Canillejas;202.0;Hellín;8708.0;11.28;60.47;28.25;56.5;55.2;57.2;119.7;7.8;857.0;436;421;310.0;177;133;2464.0;1.212;1.252;150.0;107;43;2.043;9.3;10577747.51;5979386.27;;;Anual;23534.7450276702
2015;Anual;20;San Blas - Canillejas;203.0;Amposta;8117.0;13.98;62.19;23.83;49.12;47.2;50.2;114.3;10.72;887.0;477;410;484.0;233;251;2264.0;1.071;1.193;210.0;127;83;2.043;9.3;10577747.51;5979386.27;;;Anual;21841.9888400866
2015;Anual;20;San Blas - Canillejas;204.0;Arcos;23274.0;17.25;64.09;18.66;39.77;35.4;42.2;112.6;7.8;1998.0;1.023;975;2190.0;1.036;1.154;7520.0;3.685;3.835;531.0;362;169;2.043;9.3;10577747.51;5979386.27;;;Anual;28111.3514107266
2016;Anual;20;San Blas - Canillejas;206.0;Rejas;15300.0;21.08;67.11;11.8;45.24;43.1;46.7;104.6;13.35;771.0;348;423;16453.0;10.955;5.498;6379.0;3.258;3.121;572.0;373;199;2.098;10.0;28121621.08;22066741.32;;;Anual;38875.0
2016;Anual;20;San Blas - Canillejas;208.0;El Salvador;11430.0;13.41;67.45;19.13;33.47;28.4;37.1;112.9;6.82;507.0;212;295;18230.0;7.764;10.466;4409.0;2.165;2.244;435.0;275;160;2.098;10.0;28121621.08;22066741.32;;;Anual;54991.0
2016;Anual;20;San Blas - Canillejas;205.0;Rosas;31511.0;21.6;66.64;11.76;26.63;22.1;30.3;106.9;4.85;1449.0;543;906;4473.0;1.936;2.537;13318.0;6.723;6.595;1085.0;736;349;2.098;10.0;28121621.08;22066741.32;;;Anual;44106.0
2016;Anual;20;San Blas - Canillejas;207.0;Canillejas;28477.0;12.95;64.27;22.78;31.88;28.5;34.2;113.9;12.91;1923.0;879;1.044;3286.0;1.793;1.493;10353.0;4.957;5.396;1119.0;760;359;2.098;10.0;28121621.08;22066741.32;;;Anual;31510.0
2016;Anual;20;San Blas - Canillejas;201.0;Simancas;26233.0;16.04;66.67;17.29;47.13;41.0;50.7;112.1;13.51;1896.0;967;929;55726.0;28.793;26.933;9972.0;4.811;5.161;1499.0;1.037;462;2.098;10.0;28121621.08;22066741.32;;;Anual;31855.0
2016;Anual;20;San Blas - Canillejas;202.0;Hellín;8741.0;11.63;61.37;27.0;58.26;55.6;59.6;120.4;8.71;783.0;371;412;305.0;165;140;2849.0;1.371;1.478;151.0;105;46;2.098;10.0;28121621.08;22066741.32;;;Anual;24039.0
2016;Anual;20;San Blas - Canillejas;203.0;Amposta;8174.0;14.57;62.81;22.62;50.62;47.1;52.5;115.6;11.87;764.0;401;363;572.0;284;288;2612.0;1.225;1.387;210.0;129;81;2.098;10.0;28121621.08;22066741.32;;;Anual;21962.0
2016;Anual;20;San Blas - Canillejas;204.0;Arcos;23545.0;16.75;64.6;18.65;42.56;37.7;45.3;112.9;7.94;1773.0;892;881;2293.0;1.102;1.191;8623.0;4.232;4.391;550.0;373;177;2.098;10.0;28121621.08;22066741.32;;;Anual;28801.0
2017;Anual;20;San Blas - Canillejas;206.0;Rejas;15775.0;20.85;67.59;11.56;44.02;41.1;46.1;104.3;14.03;724.0;304;420;17982.0;11.563;6.419;6970.0;3.525;3.445;619.0;424;195;2.425;11.2;44615099.06;19652886.7;;;Anual;39137.0
2017;Anual;20;San Blas - Canillejas;208.0;El Salvador;11377.0;13.19;67.3;19.5;33.66;28.5;37.4;112.5;7.01;481.0;201;280;17382.0;7.358;10.024;4479.0;2.195;2.284;456.0;285;171;2.425;11.2;44615099.06;19652886.7;;;Anual;54317.0
2017;Anual;20;San Blas - Canillejas;205.0;Rosas;31508.0;20.38;67.19;12.43;27.31;23.8;30.1;107.6;4.62;1307.0;480;827;5025.0;2.236;2.789;13546.0;6.814;6.732;1128.0;746;382;2.425;11.2;44615099.06;19652886.7;;;Anual;44886.0
2017;Anual;20;San Blas - Canillejas;207.0;Canillejas;28423.0;12.89;64.16;22.95;33.15;30.2;35.2;113.6;13.25;1652.0;681;971;3503.0;1.911;1.592;10620.0;5.106;5.514;1187.0;810;377;2.425;11.2;44615099.06;19652886.7;;;Anual;32291.0
2017;Anual;20;San Blas - Canillejas;201.0;Simancas;26490.0;15.99;67.01;17.0;47.39;40.6;51.3;112.0;13.88;1790.0;888;902;58534.0;29.499;29.035;10742.0;5.147;5.595;1595.0;1.103;492;2.425;11.2;44615099.06;19652886.7;;;Anual;32113.0
2017;Anual;20;San Blas - Canillejas;202.0;Hellín;8830.0;12.08;61.83;26.08;60.31;55.5;62.8;120.1;9.05;712.0;324;388;309.0;171;138;3129.0;1.540;1.589;157.0;111;46;2.425;11.2;44615099.06;19652886.7;;;Anual;24923.0
2017;Anual;20;San Blas - Canillejas;203.0;Amposta;8205.0;14.54;63.61;21.85;52.76;47.5;55.5;115.6;12.33;705.0;343;362;595.0;310;285;2817.0;1.299;1.518;217.0;136;81;2.425;11.2;44615099.06;19652886.7;;;Anual;22574.0
2017;Anual;20;San Blas - Canillejas;204.0;Arcos;23749.0;16.46;65.04;18.5;44.71;39.3;47.7;113.4;8.13;1587.0;771;816;2469.0;1.254;1.215;9154.0;4.500;4.654;588.0;395;193;2.425;11.2;44615099.06;19652886.7;;;Anual;29659.0
2018;Anual;20;San Blas - Canillejas;206.0;Rejas;16315.0;20.79;67.98;11.23;43.61;38.8;46.8;103.7;15.65;647.0;255;392;19158.0;12.133;7.025;6979.0;3.543;3.436;527.0;347;180;2.485;11.6;35937495.35;10553021.39;;;Anual;40746.0
2018;Anual;20;San Blas - Canillejas;208.0;El Salvador;11287.0;12.19;67.55;20.26;33.54;28.8;37.0;111.1;7.19;455.0;188;267;16171.0;6.765;9.406;4503.0;2.208;2.295;417.0;271;146;2.485;11.6;35937495.35;10553021.39;;;Anual;57320.0
2018;Anual;20;San Blas - Canillejas;205.0;Rosas;31560.0;19.01;67.89;13.11;27.48;24.0;30.3;107.7;4.82;1143.0;402;741;4991.0;2.137;2.854;13674.0;6.854;6.820;817.0;543;274;2.485;11.6;35937495.35;10553021.39;;;Anual;46723.0
2018;Anual;20;San Blas - Canillejas;207.0;Canillejas;28519.0;12.83;64.01;23.16;34.04;31.5;35.9;113.3;14.3;1496.0;636;860;3114.0;1.688;1.426;10858.0;5.259;5.599;830.0;591;239;2.485;11.6;35937495.35;10553021.39;;;Anual;33554.0
2018;Anual;20;San Blas - Canillejas;201.0;Simancas;27242.0;15.87;67.72;16.41;46.7;39.2;51.1;112.0;15.26;1599.0;761;838;63067.0;31.561;31.506;10891.0;5.268;5.623;1169.0;797;372;2.485;11.6;35937495.35;10553021.39;;;Anual;33593.0
2018;Anual;20;San Blas - Canillejas;202.0;Hellín;8941.0;11.75;63.06;25.19;61.01;54.4;64.5;118.4;10.38;657.0;310;347;297.0;153;144;3251.0;1.601;1.650;116.0;81;35;2.485;11.6;35937495.35;10553021.39;;;Anual;25720.0
2018;Anual;20;San Blas - Canillejas;203.0;Amposta;8346.0;14.94;64.7;20.36;53.44;47.6;56.5;116.7;14.16;720.0;333;387;592.0;289;303;2909.0;1.387;1.522;147.0;96;51;2.485;11.6;35937495.35;10553021.39;;;Anual;23562.0
2018;Anual;20;San Blas - Canillejas;204.0;Arcos;23939.0;16.24;65.55;18.21;45.28;39.0;48.7;113.7;8.7;1477.0;692;785;2515.0;1.279;1.236;9438.0;4.663;4.775;489.0;336;153;2.485;11.6;35937495.35;10553021.39;;;Anual;31150.0
2019;Anual;20;San Blas - Canillejas;206.0;Rejas;16693.0;20.3;68.47;11.23;41.2;35.9;44.9;105.0;17.35;641.0;264;377;19536.0;12.422;7.114;7309.0;3.730;3.579;771.0;506;265;2.468;11.9;108122900.84;79656028.79;;;Anual;41738.0
2019;Anual;20;San Blas - Canillejas;208.0;El Salvador;11351.0;11.8;67.48;20.72;33.7;29.9;36.5;111.5;7.92;434.0;181;253;15624.0;6.033;9.591;4552.0;2.278;2.274;528.0;328;200;2.468;11.9;108122900.84;79656028.79;;;Anual;58674.0
2019;Anual;20;San Blas - Canillejas;205.0;Rosas;31677.0;17.66;68.84;13.5;27.9;24.4;30.6;108.2;5.46;1181.0;434;747;5563.0;2.513;3.050;13965.0;6.948;7.017;1228.0;786;442;2.468;11.9;108122900.84;79656028.79;;;Anual;48223.0
2019;Anual;20;San Blas - Canillejas;207.0;Canillejas;28584.0;12.88;63.88;23.24;33.7;30.6;35.9;113.2;15.12;1471.0;618;853;3844.0;2.069;1.775;11132.0;5.418;5.714;1278.0;857;421;2.468;11.9;108122900.84;79656028.79;;;Anual;35338.0
2019;Anual;20;San Blas - Canillejas;201.0;Simancas;27918.0;15.62;68.46;15.92;45.8;38.1;50.2;112.4;16.85;1550.0;751;799;63092.0;32.282;30.810;11471.0;5.524;5.947;1755.0;1.189;566;2.468;11.9;108122900.84;79656028.79;;;Anual;34835.0
2019;Anual;20;San Blas - Canillejas;202.0;Hellín;9157.0;12.33;63.99;23.68;60.8;53.0;65.1;119.0;12.53;675.0;296;379;353.0;194;159;3389.0;1.668;1.721;184.0;126;58;2.468;11.9;108122900.84;79656028.79;;;Anual;26926.0
