Anio;Periodo;DatoPoblacion;CodigoBarrio;CodigoDistrito;NombreBarrio;NombreDistrito
2015;Anual;26021;201;20;Simancas;San Blas - Canillejas
2016;Anual;26233;201;20;Simancas;San Blas - Canillejas
2017;Anual;26490;201;20;Simancas;San Blas - Canillejas
2018;Anual;27242;201;20;Simancas;San Blas - Canillejas
2019;Anual;27918;201;20;Simancas;San Blas - Canillejas
2020;Anual;28698;201;20;Simancas;San Blas - Canillejas
2021;Anual;28451;201;20;Simancas;San Blas - Canillejas
2022;Anual;28171;201;20;Simancas;San Blas - Canillejas
2005;Anual;26167;153;15;Quintana;Ciudad Lineal
2006;Anual;26452;153;15;Quintana;Ciudad Lineal
2007;Anual;25807;153;15;Quintana;Ciudad Lineal
2008;Anual;25946;153;15;Quintana;Ciudad Lineal
2009;Anual;25989;153;15;Quintana;Ciudad Lineal
2010;Anual;25951;153;15;Quintana;Ciudad Lineal
2011;Anual;25718;153;15;Quintana;Ciudad Lineal
2012;Anual;25417;153;15;Quintana;Ciudad Lineal
2013;Anual;25018;153;15;Quintana;Ciudad Lineal
2014;Anual;24233;153;15;Quintana;Ciudad Lineal
2015;Anual;23974;153;15;Quintana;Ciudad Lineal
2016;Anual;24213;153;15;Quintana;Ciudad Lineal
2017;Anual;24182;153;15;Quintana;Ciudad Lineal
2018;Anual;24373;153;15;Quintana;Ciudad Lineal
2019;Anual;24622;153;15;Quintana;Ciudad Lineal
2020;Anual;25151;153;15;Quintana;Ciudad Lineal
2021;Anual;24621;153;15;Quintana;Ciudad Lineal
2022;Anual;24183;153;15;Quintana;Ciudad Lineal
2005;Anual;25603;71;7;Gaztambide;Chamberí
2006;Anual;25630;71;7;Gaztambide;Chamberí
2007;Anual;24596;71;7;Gaztambide;Chamberí
2008;Anual;24587;71;7;Gaztambide;Chamberí
2009;Anual;24340;71;7;Gaztambide;Chamberí
2010;Anual;24236;71;7;Gaztambide;Chamberí
2011;Anual;23806;71;7;Gaztambide;Chamberí
2012;Anual;23415;71;7;Gaztambide;Chamberí
2013;Anual;23473;71;7;Gaztambide;Chamberí
2014;Anual;22912;71;7;Gaztambide;Chamberí
2015;Anual;22621;71;7;Gaztambide;Chamberí
2016;Anual;22638;71;7;Gaztambide;Chamberí
2017;Anual;22406;71;7;Gaztambide;Chamberí
2018;Anual;22666;71;7;Gaztambide;Chamberí
2019;Anual;22891;71;7;Gaztambide;Chamberí
2020;Anual;23329;71;7;Gaztambide;Chamberí
2021;Anual;22948;71;7;Gaztambide;Chamberí
2022;Anual;22659;71;7;Gaztambide;Chamberí
2005;Anual;27579;72;7;Arapiles;Chamberí
2006;Anual;27404;72;7;Arapiles;Chamberí
2007;Anual;26272;72;7;Arapiles;Chamberí
2008;Anual;26233;72;7;Arapiles;Chamberí
2009;Anual;26166;72;7;Arapiles;Chamberí
2010;Anual;25911;72;7;Arapiles;Chamberí
2011;Anual;25594;72;7;Arapiles;Chamberí
2012;Anual;25052;72;7;Arapiles;Chamberí
2013;Anual;25002;72;7;Arapiles;Chamberí
2014;Anual;24547;72;7;Arapiles;Chamberí
2015;Anual;24230;72;7;Arapiles;Chamberí
2016;Anual;24044;72;7;Arapiles;Chamberí
2017;Anual;24179;72;7;Arapiles;Chamberí
2018;Anual;24335;72;7;Arapiles;Chamberí
2019;Anual;24455;72;7;Arapiles;Chamberí
2020;Anual;24704;72;7;Arapiles;Chamberí
2021;Anual;24260;72;7;Arapiles;Chamberí
2022;Anual;23972;72;7;Arapiles;Chamberí
2005;Anual;27198;73;7;Trafalgar;Chamberí
2006;Anual;27169;73;7;Trafalgar;Chamberí
2007;Anual;26232;73;7;Trafalgar;Chamberí
2008;Anual;26396;73;7;Trafalgar;Chamberí
2009;Anual;26415;73;7;Trafalgar;Chamberí
2010;Anual;26145;73;7;Trafalgar;Chamberí
2011;Anual;25866;73;7;Trafalgar;Chamberí
2012;Anual;25195;73;7;Trafalgar;Chamberí
2013;Anual;25129;73;7;Trafalgar;Chamberí
2014;Anual;24578;73;7;Trafalgar;Chamberí
2015;Anual;24318;73;7;Trafalgar;Chamberí
2016;Anual;24517;73;7;Trafalgar;Chamberí
2017;Anual;24516;73;7;Trafalgar;Chamberí
2018;Anual;24523;73;7;Trafalgar;Chamberí
2019;Anual;24696;73;7;Trafalgar;Chamberí
2020;Anual;25023;73;7;Trafalgar;Chamberí
2021;Anual;24628;73;7;Trafalgar;Chamberí
2022;Anual;24495;73;7;Trafalgar;Chamberí
2005;Anual;20571;74;7;Almagro;Chamberí
2006;Anual;20725;74;7;Almagro;Chamberí
2007;Anual;20189;74;7;Almagro;Chamberí
2008;Anual;20277;74;7;Almagro;Chamberí
2009;Anual;20252;74;7;Almagro;Chamberí
2010;Anual;20310;74;7;Almagro;Chamberí
2011;Anual;20236;74;7;Almagro;Chamberí
2012;Anual;19797;74;7;Almagro;Chamberí
2013;Anual;19839;74;7;Almagro;Chamberí
2014;Anual;19578;74;7;Almagro;Chamberí
2015;Anual;19542;74;7;Almagro;Chamberí
2016;Anual;19701;74;7;Almagro;Chamberí
2017;Anual;19698;74;7;Almagro;Chamberí
2018;Anual;19799;74;7;Almagro;Chamberí
2019;Anual;19807;74;7;Almagro;Chamberí
2020;Anual;19838;74;7;Almagro;Chamberí
2021;Anual;19546;74;7;Almagro;Chamberí
2022;Anual;19358;74;7;Almagro;Chamberí
2005;Anual;16671;46;4;Castellana;Salamanca
2006;Anual;16838;46;4;Castellana;Salamanca
2007;Anual;16462;46;4;Castellana;Salamanca
2008;Anual;16681;46;4;Castellana;Salamanca
2009;Anual;16784;46;4;Castellana;Salamanca
2010;Anual;16751;46;4;Castellana;Salamanca
2011;Anual;16882;46;4;Castellana;Salamanca
2012;Anual;16748;46;4;Castellana;Salamanca
2013;Anual;16958;46;4;Castellana;Salamanca
2014;Anual;16859;46;4;Castellana;Salamanca
2015;Anual;16684;46;4;Castellana;Salamanca
2016;Anual;16842;46;4;Castellana;Salamanca
2017;Anual;17016;46;4;Castellana;Salamanca
2018;Anual;16946;46;4;Castellana;Salamanca
2019;Anual;17124;46;4;Castellana;Salamanca
2020;Anual;17297;46;4;Castellana;Salamanca
2021;Anual;17142;46;4;Castellana;Salamanca
2022;Anual;17015;46;4;Castellana;Salamanca
2005;Anual;64979;152;15;Pueblo Nuevo;Ciudad Lineal
2006;Anual;65309;152;15;Pueblo Nuevo;Ciudad Lineal
2007;Anual;64447;152;15;Pueblo Nuevo;Ciudad Lineal
2008;Anual;65172;152;15;Pueblo Nuevo;Ciudad Lineal
2009;Anual;65415;152;15;Pueblo Nuevo;Ciudad Lineal
2010;Anual;65328;152;15;Pueblo Nuevo;Ciudad Lineal
2011;Anual;64351;152;15;Pueblo Nuevo;Ciudad Lineal
2012;Anual;63242;152;15;Pueblo Nuevo;Ciudad Lineal
2013;Anual;62024;152;15;Pueblo Nuevo;Ciudad Lineal
2014;Anual;60794;152;15;Pueblo Nuevo;Ciudad Lineal
2015;Anual;60150;152;15;Pueblo Nuevo;Ciudad Lineal
2016;Anual;60310;152;15;Pueblo Nuevo;Ciudad Lineal
2017;Anual;60415;152;15;Pueblo Nuevo;Ciudad Lineal
2018;Anual;61160;152;15;Pueblo Nuevo;Ciudad Lineal
2019;Anual;62111;152;15;Pueblo Nuevo;Ciudad Lineal
2020;Anual;63521;152;15;Pueblo Nuevo;Ciudad Lineal
2021;Anual;62731;152;15;Pueblo Nuevo;Ciudad Lineal
2022;Anual;61935;152;15;Pueblo Nuevo;Ciudad Lineal
2005;Anual;22236;45;4;Lista;Salamanca
2006;Anual;22200;45;4;Lista;Salamanca
2007;Anual;21378;45;4;Lista;Salamanca
2008;Anual;21255;45;4;Lista;Salamanca
2009;Anual;21341;45;4;Lista;Salamanca
2010;Anual;21322;45;4;Lista;Salamanca
2011;Anual;21328;45;4;Lista;Salamanca
2012;Anual;21103;45;4;Lista;Salamanca
2013;Anual;21029;45;4;Lista;Salamanca
2014;Anual;20641;45;4;Lista;Salamanca
2015;Anual;20339;45;4;Lista;Salamanca
2016;Anual;20633;45;4;Lista;Salamanca
2017;Anual;20757;45;4;Lista;Salamanca
2018;Anual;20956;45;4;Lista;Salamanca
2019;Anual;20961;45;4;Lista;Salamanca
2020;Anual;21211;45;4;Lista;Salamanca
2021;Anual;20864;45;4;Lista;Salamanca
2022;Anual;20785;45;4;Lista;Salamanca
2005;Anual;26126;92;9;Argüelles;Moncloa - Aravaca
2006;Anual;26265;92;9;Argüelles;Moncloa - Aravaca
2007;Anual;25463;92;9;Argüelles;Moncloa - Aravaca
2008;Anual;25142;92;9;Argüelles;Moncloa - Aravaca
2009;Anual;25069;92;9;Argüelles;Moncloa - Aravaca
2010;Anual;24854;92;9;Argüelles;Moncloa - Aravaca
2011;Anual;24909;92;9;Argüelles;Moncloa - Aravaca
2012;Anual;24375;92;9;Argüelles;Moncloa - Aravaca
2013;Anual;24469;92;9;Argüelles;Moncloa - Aravaca
2014;Anual;24073;92;9;Argüelles;Moncloa - Aravaca
2015;Anual;23875;92;9;Argüelles;Moncloa - Aravaca
2016;Anual;23935;92;9;Argüelles;Moncloa - Aravaca
2017;Anual;23931;92;9;Argüelles;Moncloa - Aravaca
2018;Anual;23992;92;9;Argüelles;Moncloa - Aravaca
2019;Anual;24093;92;9;Argüelles;Moncloa - Aravaca
2020;Anual;24423;92;9;Argüelles;Moncloa - Aravaca
2021;Anual;24162;92;9;Argüelles;Moncloa - Aravaca
2022;Anual;24165;92;9;Argüelles;Moncloa - Aravaca
2005;Anual;9748;202;20;Hellín;San Blas - Canillejas
2006;Anual;9690;202;20;Hellín;San Blas - Canillejas
2007;Anual;9717;202;20;Hellín;San Blas - Canillejas
2008;Anual;9761;202;20;Hellín;San Blas - Canillejas
2009;Anual;9737;202;20;Hellín;San Blas - Canillejas
2010;Anual;9559;202;20;Hellín;San Blas - Canillejas
2011;Anual;9376;202;20;Hellín;San Blas - Canillejas
2012;Anual;9193;202;20;Hellín;San Blas - Canillejas
2013;Anual;9108;202;20;Hellín;San Blas - Canillejas
2014;Anual;8853;202;20;Hellín;San Blas - Canillejas
2015;Anual;8708;202;20;Hellín;San Blas - Canillejas
2016;Anual;8741;202;20;Hellín;San Blas - Canillejas
2017;Anual;8830;202;20;Hellín;San Blas - Canillejas
2018;Anual;8941;202;20;Hellín;San Blas - Canillejas
2019;Anual;9157;202;20;Hellín;San Blas - Canillejas
2020;Anual;9342;202;20;Hellín;San Blas - Canillejas
2021;Anual;9359;202;20;Hellín;San Blas - Canillejas
2022;Anual;9274;202;20;Hellín;San Blas - Canillejas
2005;Anual;53164;151;15;Ventas;Ciudad Lineal
2006;Anual;52934;151;15;Ventas;Ciudad Lineal
2007;Anual;51686;151;15;Ventas;Ciudad Lineal
2008;Anual;52003;151;15;Ventas;Ciudad Lineal
2009;Anual;52265;151;15;Ventas;Ciudad Lineal
2010;Anual;52017;151;15;Ventas;Ciudad Lineal
2011;Anual;50866;151;15;Ventas;Ciudad Lineal
2012;Anual;50149;151;15;Ventas;Ciudad Lineal
2013;Anual;49251;151;15;Ventas;Ciudad Lineal
2014;Anual;48131;151;15;Ventas;Ciudad Lineal
2015;Anual;47301;151;15;Ventas;Ciudad Lineal
2016;Anual;47445;151;15;Ventas;Ciudad Lineal
2017;Anual;47306;151;15;Ventas;Ciudad Lineal
2018;Anual;47744;151;15;Ventas;Ciudad Lineal
2019;Anual;48099;151;15;Ventas;Ciudad Lineal
2020;Anual;48891;151;15;Ventas;Ciudad Lineal
2021;Anual;48411;151;15;Ventas;Ciudad Lineal
2022;Anual;47801;151;15;Ventas;Ciudad Lineal
2005;Anual;22998;43;4;Fuente del Berro;Salamanca
2006;Anual;22954;43;4;Fuente del Berro;Salamanca
2007;Anual;22193;43;4;Fuente del Berro;Salamanca
2008;Anual;22328;43;4;Fuente del Berro;Salamanca
2009;Anual;22214;43;4;Fuente del Berro;Salamanca
2010;Anual;22161;43;4;Fuente del Berro;Salamanca
2011;Anual;21997;43;4;Fuente del Berro;Salamanca
2012;Anual;21629;43;4;Fuente del Berro;Salamanca
2013;Anual;21457;43;4;Fuente del Berro;Salamanca
2014;Anual;21127;43;4;Fuente del Berro;Salamanca
2015;Anual;20750;43;4;Fuente del Berro;Salamanca
2016;Anual;20729;43;4;Fuente del Berro;Salamanca
2017;Anual;20585;43;4;Fuente del Berro;Salamanca
2018;Anual;20747;43;4;Fuente del Berro;Salamanca
2019;Anual;21071;43;4;Fuente del Berro;Salamanca
2020;Anual;21249;43;4;Fuente del Berro;Salamanca
2021;Anual;20963;43;4;Fuente del Berro;Salamanca
2022;Anual;20848;43;4;Fuente del Berro;Salamanca
2005;Anual;34994;15;1;Universidad;Centro
2006;Anual;35349;15;1;Universidad;Centro
2007;Anual;33011;15;1;Universidad;Centro
2008;Anual;32966;15;1;Universidad;Centro
2009;Anual;33421;15;1;Universidad;Centro
2010;Anual;33493;15;1;Universidad;Centro
2011;Anual;33293;15;1;Universidad;Centro
2012;Anual;32638;15;1;Universidad;Centro
2013;Anual;32468;15;1;Universidad;Centro
2014;Anual;31412;15;1;Universidad;Centro
2015;Anual;30660;15;1;Universidad;Centro
2016;Anual;30846;15;1;Universidad;Centro
2017;Anual;30709;15;1;Universidad;Centro
2018;Anual;30897;15;1;Universidad;Centro
2019;Anual;31725;15;1;Universidad;Centro
2020;Anual;33418;15;1;Universidad;Centro
2021;Anual;33426;15;1;Universidad;Centro
2022;Anual;32861;15;1;Universidad;Centro
2005;Anual;15614;41;4;Recoletos;Salamanca
2006;Anual;15871;41;4;Recoletos;Salamanca
2007;Anual;15200;41;4;Recoletos;Salamanca
2008;Anual;15364;41;4;Recoletos;Salamanca
2009;Anual;15398;41;4;Recoletos;Salamanca
2010;Anual;15640;41;4;Recoletos;Salamanca
2011;Anual;15693;41;4;Recoletos;Salamanca
2012;Anual;15454;41;4;Recoletos;Salamanca
2013;Anual;15469;41;4;Recoletos;Salamanca
2014;Anual;15269;41;4;Recoletos;Salamanca
2015;Anual;15340;41;4;Recoletos;Salamanca
2016;Anual;15484;41;4;Recoletos;Salamanca
2017;Anual;15514;41;4;Recoletos;Salamanca
2018;Anual;15756;41;4;Recoletos;Salamanca
2019;Anual;15734;41;4;Recoletos;Salamanca
2020;Anual;15846;41;4;Recoletos;Salamanca
2021;Anual;15629;41;4;Recoletos;Salamanca
2022;Anual;15647;41;4;Recoletos;Salamanca
2005;Anual;17656;14;1;Justicia;Centro
2006;Anual;17699;14;1;Justicia;Centro
2007;Anual;16792;14;1;Justicia;Centro
2008;Anual;17057;14;1;Justicia;Centro
2009;Anual;17171;14;1;Justicia;Centro
2010;Anual;17412;14;1;Justicia;Centro
2011;Anual;17330;14;1;Justicia;Centro
2012;Anual;17046;14;1;Justicia;Centro
2013;Anual;16996;14;1;Justicia;Centro
2014;Anual;16622;14;1;Justicia;Centro
2015;Anual;16183;14;1;Justicia;Centro
2016;Anual;16420;14;1;Justicia;Centro
2017;Anual;16374;14;1;Justicia;Centro
2018;Anual;16578;14;1;Justicia;Centro
2019;Anual;17153;14;1;Justicia;Centro
2020;Anual;18021;14;1;Justicia;Centro
2021;Anual;18208;14;1;Justicia;Centro
2022;Anual;18015;14;1;Justicia;Centro
2005;Anual;9088;203;20;Amposta;San Blas - Canillejas
2006;Anual;9201;203;20;Amposta;San Blas - Canillejas
2007;Anual;9132;203;20;Amposta;San Blas - Canillejas
2008;Anual;9147;203;20;Amposta;San Blas - Canillejas
2009;Anual;9122;203;20;Amposta;San Blas - Canillejas
2010;Anual;8981;203;20;Amposta;San Blas - Canillejas
2011;Anual;8730;203;20;Amposta;San Blas - Canillejas
2012;Anual;8479;203;20;Amposta;San Blas - Canillejas
2013;Anual;8292;203;20;Amposta;San Blas - Canillejas
2014;Anual;8178;203;20;Amposta;San Blas - Canillejas
2015;Anual;8117;203;20;Amposta;San Blas - Canillejas
2016;Anual;8174;203;20;Amposta;San Blas - Canillejas
2017;Anual;8205;203;20;Amposta;San Blas - Canillejas
2018;Anual;8346;203;20;Amposta;San Blas - Canillejas
2019;Anual;8575;203;20;Amposta;San Blas - Canillejas
2020;Anual;8874;203;20;Amposta;San Blas - Canillejas
2021;Anual;8885;203;20;Amposta;San Blas - Canillejas
2022;Anual;8710;203;20;Amposta;San Blas - Canillejas
2005;Anual;31274;42;4;Goya;Salamanca
2006;Anual;31189;42;4;Goya;Salamanca
2007;Anual;30149;42;4;Goya;Salamanca
2008;Anual;30446;42;4;Goya;Salamanca
2009;Anual;30327;42;4;Goya;Salamanca
2010;Anual;30287;42;4;Goya;Salamanca
2011;Anual;30046;42;4;Goya;Salamanca
2012;Anual;29673;42;4;Goya;Salamanca
2013;Anual;29637;42;4;Goya;Salamanca
2014;Anual;29096;42;4;Goya;Salamanca
2015;Anual;28924;42;4;Goya;Salamanca
2016;Anual;29108;42;4;Goya;Salamanca
2017;Anual;29273;42;4;Goya;Salamanca
2018;Anual;29604;42;4;Goya;Salamanca
2019;Anual;29649;42;4;Goya;Salamanca
2020;Anual;29945;42;4;Goya;Salamanca
2021;Anual;29479;42;4;Goya;Salamanca
2022;Anual;29441;42;4;Goya;Salamanca
2005;Anual;23940;204;20;Arcos;San Blas - Canillejas
2006;Anual;24195;204;20;Arcos;San Blas - Canillejas
2007;Anual;24290;204;20;Arcos;San Blas - Canillejas
2008;Anual;24516;204;20;Arcos;San Blas - Canillejas
2009;Anual;24460;204;20;Arcos;San Blas - Canillejas
2010;Anual;24531;204;20;Arcos;San Blas - Canillejas
2011;Anual;24068;204;20;Arcos;San Blas - Canillejas
2012;Anual;23905;204;20;Arcos;San Blas - Canillejas
2013;Anual;23759;204;20;Arcos;San Blas - Canillejas
2014;Anual;23449;204;20;Arcos;San Blas - Canillejas
2015;Anual;23274;204;20;Arcos;San Blas - Canillejas
2016;Anual;23545;204;20;Arcos;San Blas - Canillejas
2017;Anual;23749;204;20;Arcos;San Blas - Canillejas
2018;Anual;23939;204;20;Arcos;San Blas - Canillejas
2019;Anual;24211;204;20;Arcos;San Blas - Canillejas
2020;Anual;24692;204;20;Arcos;San Blas - Canillejas
2021;Anual;24642;204;20;Arcos;San Blas - Canillejas
2022;Anual;24960;204;20;Arcos;San Blas - Canillejas
2005;Anual;24786;11;1;Palacio;Centro
2006;Anual;24811;11;1;Palacio;Centro
2007;Anual;23580;11;1;Palacio;Centro
2008;Anual;23723;11;1;Palacio;Centro
2009;Anual;23713;11;1;Palacio;Centro
2010;Anual;23568;11;1;Palacio;Centro
2011;Anual;23421;11;1;Palacio;Centro
2012;Anual;22992;11;1;Palacio;Centro
2013;Anual;22751;11;1;Palacio;Centro
2014;Anual;22344;11;1;Palacio;Centro
2015;Anual;22166;11;1;Palacio;Centro
2016;Anual;22390;11;1;Palacio;Centro
2017;Anual;22353;11;1;Palacio;Centro
2018;Anual;22515;11;1;Palacio;Centro
2019;Anual;22923;11;1;Palacio;Centro
2020;Anual;23593;11;1;Palacio;Centro
2021;Anual;23584;11;1;Palacio;Centro
2022;Anual;23417;11;1;Palacio;Centro
2005;Anual;23609;34;3;Ibiza;Retiro
2006;Anual;23606;34;3;Ibiza;Retiro
2007;Anual;23190;34;3;Ibiza;Retiro
2008;Anual;23114;34;3;Ibiza;Retiro
2009;Anual;22944;34;3;Ibiza;Retiro
2010;Anual;22688;34;3;Ibiza;Retiro
2011;Anual;22476;34;3;Ibiza;Retiro
2012;Anual;22088;34;3;Ibiza;Retiro
2013;Anual;21940;34;3;Ibiza;Retiro
2014;Anual;21712;34;3;Ibiza;Retiro
2015;Anual;21404;34;3;Ibiza;Retiro
2016;Anual;21433;34;3;Ibiza;Retiro
2017;Anual;21347;34;3;Ibiza;Retiro
2018;Anual;21472;34;3;Ibiza;Retiro
2019;Anual;21646;34;3;Ibiza;Retiro
2020;Anual;21993;34;3;Ibiza;Retiro
2021;Anual;21558;34;3;Ibiza;Retiro
2022;Anual;21377;34;3;Ibiza;Retiro
2005;Anual;7705;35;3;Los Jerónimos;Retiro
2006;Anual;7722;35;3;Los Jerónimos;Retiro
2007;Anual;7502;35;3;Los Jerónimos;Retiro
2008;Anual;7402;35;3;Los Jerónimos;Retiro
2009;Anual;7325;35;3;Los Jerónimos;Retiro
2010;Anual;7296;35;3;Los Jerónimos;Retiro
2011;Anual;7250;35;3;Los Jerónimos;Retiro
2012;Anual;7139;35;3;Los Jerónimos;Retiro
2013;Anual;7181;35;3;Los Jerónimos;Retiro
2014;Anual;7087;35;3;Los Jerónimos;Retiro
2015;Anual;7003;35;3;Los Jerónimos;Retiro
2016;Anual;7031;35;3;Los Jerónimos;Retiro
2017;Anual;7053;35;3;Los Jerónimos;Retiro
2018;Anual;7075;35;3;Los Jerónimos;Retiro
2019;Anual;7039;35;3;Los Jerónimos;Retiro
2020;Anual;7046;35;3;Los Jerónimos;Retiro
2021;Anual;6928;35;3;Los Jerónimos;Retiro
2022;Anual;6926;35;3;Los Jerónimos;Retiro
2005;Anual;24927;33;3;Estrella;Retiro
2006;Anual;24646;33;3;Estrella;Retiro
2007;Anual;24653;33;3;Estrella;Retiro
2008;Anual;24528;33;3;Estrella;Retiro
2009;Anual;24395;33;3;Estrella;Retiro
2010;Anual;24250;33;3;Estrella;Retiro
2011;Anual;24007;33;3;Estrella;Retiro
2012;Anual;23823;33;3;Estrella;Retiro
2013;Anual;23637;33;3;Estrella;Retiro
2014;Anual;23399;33;3;Estrella;Retiro
2015;Anual;23237;33;3;Estrella;Retiro
2016;Anual;23200;33;3;Estrella;Retiro
2017;Anual;23163;33;3;Estrella;Retiro
2018;Anual;23238;33;3;Estrella;Retiro
2019;Anual;23306;33;3;Estrella;Retiro
2020;Anual;23354;33;3;Estrella;Retiro
2021;Anual;23051;33;3;Estrella;Retiro
2022;Anual;22780;33;3;Estrella;Retiro
2005;Anual;8774;16;1;Sol;Centro
2006;Anual;8735;16;1;Sol;Centro
2007;Anual;8006;16;1;Sol;Centro
2008;Anual;8047;16;1;Sol;Centro
2009;Anual;8124;16;1;Sol;Centro
2010;Anual;8114;16;1;Sol;Centro
2011;Anual;8179;16;1;Sol;Centro
2012;Anual;7858;16;1;Sol;Centro
2013;Anual;7827;16;1;Sol;Centro
2014;Anual;7509;16;1;Sol;Centro
2015;Anual;7347;16;1;Sol;Centro
2016;Anual;7422;16;1;Sol;Centro
2017;Anual;7341;16;1;Sol;Centro
2018;Anual;7201;16;1;Sol;Centro
2019;Anual;7337;16;1;Sol;Centro
2020;Anual;7622;16;1;Sol;Centro
2021;Anual;7993;16;1;Sol;Centro
2022;Anual;8117;16;1;Sol;Centro
2005;Anual;11538;13;1;Cortes;Centro
2006;Anual;11597;13;1;Cortes;Centro
2007;Anual;10810;13;1;Cortes;Centro
2008;Anual;10884;13;1;Cortes;Centro
2009;Anual;11049;13;1;Cortes;Centro
2010;Anual;11113;13;1;Cortes;Centro
2011;Anual;11149;13;1;Cortes;Centro
2012;Anual;10941;13;1;Cortes;Centro
2013;Anual;10888;13;1;Cortes;Centro
2014;Anual;10674;13;1;Cortes;Centro
2015;Anual;10482;13;1;Cortes;Centro
2016;Anual;10622;13;1;Cortes;Centro
2017;Anual;10521;13;1;Cortes;Centro
2018;Anual;10531;13;1;Cortes;Centro
2019;Anual;10484;13;1;Cortes;Centro
2020;Anual;10771;13;1;Cortes;Centro
2021;Anual;10787;13;1;Cortes;Centro
2022;Anual;10828;13;1;Cortes;Centro
2005;Anual;20744;144;14;Media Legua;Moratalaz
2006;Anual;20544;144;14;Media Legua;Moratalaz
2007;Anual;20285;144;14;Media Legua;Moratalaz
2008;Anual;20190;144;14;Media Legua;Moratalaz
2009;Anual;20026;144;14;Media Legua;Moratalaz
2010;Anual;19765;144;14;Media Legua;Moratalaz
2011;Anual;19397;144;14;Media Legua;Moratalaz
2012;Anual;19009;144;14;Media Legua;Moratalaz
2013;Anual;18735;144;14;Media Legua;Moratalaz
2014;Anual;18213;144;14;Media Legua;Moratalaz
2015;Anual;18031;144;14;Media Legua;Moratalaz
2016;Anual;17926;144;14;Media Legua;Moratalaz
2017;Anual;17811;144;14;Media Legua;Moratalaz
2018;Anual;17757;144;14;Media Legua;Moratalaz
2019;Anual;17871;144;14;Media Legua;Moratalaz
2020;Anual;17951;144;14;Media Legua;Moratalaz
2021;Anual;17660;144;14;Media Legua;Moratalaz
2022;Anual;17377;144;14;Media Legua;Moratalaz
2005;Anual;44883;102;10;Puerta del Ángel;Latina
2006;Anual;45414;102;10;Puerta del Ángel;Latina
2007;Anual;44979;102;10;Puerta del Ángel;Latina
2008;Anual;45783;102;10;Puerta del Ángel;Latina
2009;Anual;45938;102;10;Puerta del Ángel;Latina
2010;Anual;45468;102;10;Puerta del Ángel;Latina
2011;Anual;44755;102;10;Puerta del Ángel;Latina
2012;Anual;43759;102;10;Puerta del Ángel;Latina
2013;Anual;42907;102;10;Puerta del Ángel;Latina
2014;Anual;41774;102;10;Puerta del Ángel;Latina
2015;Anual;40918;102;10;Puerta del Ángel;Latina
2016;Anual;40910;102;10;Puerta del Ángel;Latina
2017;Anual;41006;102;10;Puerta del Ángel;Latina
2018;Anual;41397;102;10;Puerta del Ángel;Latina
2019;Anual;41730;102;10;Puerta del Ángel;Latina
2020;Anual;42362;102;10;Puerta del Ángel;Latina
2021;Anual;41982;102;10;Puerta del Ángel;Latina
2022;Anual;41401;102;10;Puerta del Ángel;Latina
2005;Anual;16319;36;3;Niño Jesús;Retiro
2006;Anual;16340;36;3;Niño Jesús;Retiro
2007;Anual;15989;36;3;Niño Jesús;Retiro
2008;Anual;15961;36;3;Niño Jesús;Retiro
2009;Anual;15965;36;3;Niño Jesús;Retiro
2010;Anual;15841;36;3;Niño Jesús;Retiro
2011;Anual;15774;36;3;Niño Jesús;Retiro
2012;Anual;15700;36;3;Niño Jesús;Retiro
2013;Anual;15432;36;3;Niño Jesús;Retiro
2014;Anual;15192;36;3;Niño Jesús;Retiro
2015;Anual;15197;36;3;Niño Jesús;Retiro
2016;Anual;15250;36;3;Niño Jesús;Retiro
2017;Anual;15175;36;3;Niño Jesús;Retiro
2018;Anual;15280;36;3;Niño Jesús;Retiro
2019;Anual;15343;36;3;Niño Jesús;Retiro
2020;Anual;15461;36;3;Niño Jesús;Retiro
2021;Anual;15300;36;3;Niño Jesús;Retiro
2022;Anual;15129;36;3;Niño Jesús;Retiro
2005;Anual;31867;143;14;Marroquina;Moratalaz
2006;Anual;31387;143;14;Marroquina;Moratalaz
2007;Anual;30823;143;14;Marroquina;Moratalaz
2008;Anual;30585;143;14;Marroquina;Moratalaz
2009;Anual;30330;143;14;Marroquina;Moratalaz
2010;Anual;29973;143;14;Marroquina;Moratalaz
2011;Anual;29525;143;14;Marroquina;Moratalaz
2012;Anual;29248;143;14;Marroquina;Moratalaz
2013;Anual;28663;143;14;Marroquina;Moratalaz
2014;Anual;28138;143;14;Marroquina;Moratalaz
2015;Anual;27743;143;14;Marroquina;Moratalaz
2016;Anual;27596;143;14;Marroquina;Moratalaz
2017;Anual;27366;143;14;Marroquina;Moratalaz
2018;Anual;27378;143;14;Marroquina;Moratalaz
2019;Anual;27260;143;14;Marroquina;Moratalaz
2020;Anual;27232;143;14;Marroquina;Moratalaz
2021;Anual;26658;143;14;Marroquina;Moratalaz
2022;Anual;26297;143;14;Marroquina;Moratalaz
2005;Anual;50917;12;1;Embajadores;Centro
2006;Anual;51527;12;1;Embajadores;Centro
2007;Anual;49197;12;1;Embajadores;Centro
2008;Anual;49593;12;1;Embajadores;Centro
2009;Anual;50196;12;1;Embajadores;Centro
2010;Anual;50208;12;1;Embajadores;Centro
2011;Anual;49504;12;1;Embajadores;Centro
2012;Anual;48477;12;1;Embajadores;Centro
2013;Anual;47470;12;1;Embajadores;Centro
2014;Anual;45710;12;1;Embajadores;Centro
