Anio;Periodo;DatoAfiliacionesResidencia;CodigoBarrio;CodigoDistrito;NombreBarrio;NombreDistrito
2019;Anual;11942;25;2;Delicias;Arganzuela
2020;Anual;12074;25;2;Delicias;Arganzuela
2021;Anual;12196;25;2;Delicias;Arganzuela
2022;Anual;12690;25;2;Delicias;Arganzuela
2013;Anual;7398;23;2;Chopera;Arganzuela
2014;Anual;6534;23;2;Chopera;Arganzuela
2015;Anual;6518;23;2;Chopera;Arganzuela
2016;Anual;7296;23;2;Chopera;Arganzuela
2017;Anual;7869;23;2;Chopera;Arganzuela
2018;Anual;7932;23;2;Chopera;Arganzuela
2019;Anual;8241;23;2;Chopera;Arganzuela
2020;Anual;8358;23;2;Chopera;Arganzuela
2021;Anual;8216;23;2;Chopera;Arganzuela
2022;Anual;8570;23;2;Chopera;Arganzuela
2013;Anual;6236;105;10;Campamento;Latina
2014;Anual;5500;105;10;Campamento;Latina
2015;Anual;5589;105;10;Campamento;Latina
2016;Anual;6340;105;10;Campamento;Latina
2017;Anual;6587;105;10;Campamento;Latina
2018;Anual;6692;105;10;Campamento;Latina
2019;Anual;6944;105;10;Campamento;Latina
2020;Anual;7022;105;10;Campamento;Latina
2021;Anual;7071;105;10;Campamento;Latina
2022;Anual;7400;105;10;Campamento;Latina
2013;Anual;7402;111;11;Comillas;Carabanchel
2014;Anual;6577;111;11;Comillas;Carabanchel
2015;Anual;6576;111;11;Comillas;Carabanchel
2016;Anual;7623;111;11;Comillas;Carabanchel
2017;Anual;8071;111;11;Comillas;Carabanchel
2018;Anual;8161;111;11;Comillas;Carabanchel
2019;Anual;8410;111;11;Comillas;Carabanchel
2020;Anual;8529;111;11;Comillas;Carabanchel
2021;Anual;8599;111;11;Comillas;Carabanchel
2022;Anual;8848;111;11;Comillas;Carabanchel
2013;Anual;9078;135;13;Portazgo;Puente de Vallecas
2014;Anual;7991;135;13;Portazgo;Puente de Vallecas
2015;Anual;8074;135;13;Portazgo;Puente de Vallecas
2016;Anual;9116;135;13;Portazgo;Puente de Vallecas
2017;Anual;9754;135;13;Portazgo;Puente de Vallecas
2018;Anual;9903;135;13;Portazgo;Puente de Vallecas
2019;Anual;10360;135;13;Portazgo;Puente de Vallecas
2020;Anual;10664;135;13;Portazgo;Puente de Vallecas
2021;Anual;10416;135;13;Portazgo;Puente de Vallecas
2022;Anual;10863;135;13;Portazgo;Puente de Vallecas
2013;Anual;13354;132;13;San Diego;Puente de Vallecas
2014;Anual;11323;132;13;San Diego;Puente de Vallecas
2015;Anual;11282;132;13;San Diego;Puente de Vallecas
2016;Anual;13431;132;13;San Diego;Puente de Vallecas
2017;Anual;14520;132;13;San Diego;Puente de Vallecas
2018;Anual;15019;132;13;San Diego;Puente de Vallecas
2019;Anual;15987;132;13;San Diego;Puente de Vallecas
2020;Anual;16685;132;13;San Diego;Puente de Vallecas
2021;Anual;16603;132;13;San Diego;Puente de Vallecas
2022;Anual;17447;132;13;San Diego;Puente de Vallecas
2013;Anual;11448;112;11;Opañel;Carabanchel
2014;Anual;9911;112;11;Opañel;Carabanchel
2015;Anual;9909;112;11;Opañel;Carabanchel
2016;Anual;11392;112;11;Opañel;Carabanchel
2017;Anual;12121;112;11;Opañel;Carabanchel
2018;Anual;12316;112;11;Opañel;Carabanchel
2019;Anual;12939;112;11;Opañel;Carabanchel
2020;Anual;13124;112;11;Opañel;Carabanchel
2021;Anual;13031;112;11;Opañel;Carabanchel
2022;Anual;13635;112;11;Opañel;Carabanchel
2013;Anual;8682;125;12;Moscardó;Usera
2014;Anual;7441;125;12;Moscardó;Usera
2015;Anual;7407;125;12;Moscardó;Usera
2016;Anual;8670;125;12;Moscardó;Usera
2017;Anual;9450;125;12;Moscardó;Usera
2018;Anual;9580;125;12;Moscardó;Usera
2019;Anual;10015;125;12;Moscardó;Usera
2020;Anual;10219;125;12;Moscardó;Usera
2021;Anual;10084;125;12;Moscardó;Usera
2022;Anual;10460;125;12;Moscardó;Usera
2013;Anual;8113;24;2;Legazpi;Arganzuela
2014;Anual;7347;24;2;Legazpi;Arganzuela
2015;Anual;7317;24;2;Legazpi;Arganzuela
2016;Anual;7718;24;2;Legazpi;Arganzuela
2017;Anual;9147;24;2;Legazpi;Arganzuela
2018;Anual;9085;24;2;Legazpi;Arganzuela
2019;Anual;9411;24;2;Legazpi;Arganzuela
2020;Anual;9581;24;2;Legazpi;Arganzuela
2021;Anual;9534;24;2;Legazpi;Arganzuela
2022;Anual;9618;24;2;Legazpi;Arganzuela
2013;Anual;14554;133;13;Palomeras Bajas;Puente de Vallecas
2014;Anual;12765;133;13;Palomeras Bajas;Puente de Vallecas
2015;Anual;12989;133;13;Palomeras Bajas;Puente de Vallecas
2016;Anual;14899;133;13;Palomeras Bajas;Puente de Vallecas
2017;Anual;15466;133;13;Palomeras Bajas;Puente de Vallecas
2018;Anual;15913;133;13;Palomeras Bajas;Puente de Vallecas
2019;Anual;16658;133;13;Palomeras Bajas;Puente de Vallecas
2020;Anual;17020;133;13;Palomeras Bajas;Puente de Vallecas
2021;Anual;16712;133;13;Palomeras Bajas;Puente de Vallecas
2022;Anual;16960;133;13;Palomeras Bajas;Puente de Vallecas
2013;Anual;15211;134;13;Palomeras Sureste;Puente de Vallecas
2014;Anual;13364;134;13;Palomeras Sureste;Puente de Vallecas
2015;Anual;13613;134;13;Palomeras Sureste;Puente de Vallecas
2016;Anual;15551;134;13;Palomeras Sureste;Puente de Vallecas
2017;Anual;16574;134;13;Palomeras Sureste;Puente de Vallecas
2018;Anual;17015;134;13;Palomeras Sureste;Puente de Vallecas
2019;Anual;17350;134;13;Palomeras Sureste;Puente de Vallecas
2020;Anual;17759;134;13;Palomeras Sureste;Puente de Vallecas
2021;Anual;17330;134;13;Palomeras Sureste;Puente de Vallecas
2022;Anual;18117;134;13;Palomeras Sureste;Puente de Vallecas
2013;Anual;17879;107;10;Águilas;Latina
2014;Anual;15619;107;10;Águilas;Latina
2015;Anual;15781;107;10;Águilas;Latina
2016;Anual;17787;107;10;Águilas;Latina
2017;Anual;18249;107;10;Águilas;Latina
2018;Anual;18553;107;10;Águilas;Latina
2019;Anual;19138;107;10;Águilas;Latina
2020;Anual;19404;107;10;Águilas;Latina
2021;Anual;19119;107;10;Águilas;Latina
2022;Anual;19800;107;10;Águilas;Latina
2013;Anual;10348;131;13;Entrevías;Puente de Vallecas
2014;Anual;9128;131;13;Entrevías;Puente de Vallecas
2015;Anual;9261;131;13;Entrevías;Puente de Vallecas
2016;Anual;10760;131;13;Entrevías;Puente de Vallecas
2017;Anual;11418;131;13;Entrevías;Puente de Vallecas
2018;Anual;11800;131;13;Entrevías;Puente de Vallecas
2019;Anual;12398;131;13;Entrevías;Puente de Vallecas
2020;Anual;12724;131;13;Entrevías;Puente de Vallecas
2021;Anual;12486;131;13;Entrevías;Puente de Vallecas
2022;Anual;13226;131;13;Entrevías;Puente de Vallecas
2013;Anual;15272;114;11;Vista Alegre;Carabanchel
2014;Anual;13178;114;11;Vista Alegre;Carabanchel
2015;Anual;13120;114;11;Vista Alegre;Carabanchel
2016;Anual;15282;114;11;Vista Alegre;Carabanchel
2017;Anual;16132;114;11;Vista Alegre;Carabanchel
2018;Anual;16360;114;11;Vista Alegre;Carabanchel
2019;Anual;17150;114;11;Vista Alegre;Carabanchel
2020;Anual;17438;114;11;Vista Alegre;Carabanchel
2021;Anual;17370;114;11;Vista Alegre;Carabanchel
2022;Anual;18108;114;11;Vista Alegre;Carabanchel
2013;Anual;9435;182;18;Santa Eugenia;Villa de Vallecas
2014;Anual;8313;182;18;Santa Eugenia;Villa de Vallecas
2015;Anual;8414;182;18;Santa Eugenia;Villa de Vallecas
2016;Anual;9530;182;18;Santa Eugenia;Villa de Vallecas
2017;Anual;9666;182;18;Santa Eugenia;Villa de Vallecas
2018;Anual;9828;182;18;Santa Eugenia;Villa de Vallecas
2019;Anual;10042;182;18;Santa Eugenia;Villa de Vallecas
2020;Anual;10074;182;18;Santa Eugenia;Villa de Vallecas
2021;Anual;9936;182;18;Santa Eugenia;Villa de Vallecas
2022;Anual;10103;182;18;Santa Eugenia;Villa de Vallecas
2013;Anual;7151;124;12;Almendrales;Usera
2014;Anual;6029;124;12;Almendrales;Usera
2015;Anual;6072;124;12;Almendrales;Usera
2016;Anual;7043;124;12;Almendrales;Usera
2017;Anual;7716;124;12;Almendrales;Usera
2018;Anual;7729;124;12;Almendrales;Usera
2019;Anual;8088;124;12;Almendrales;Usera
2020;Anual;8319;124;12;Almendrales;Usera
2021;Anual;8344;124;12;Almendrales;Usera
2022;Anual;9023;124;12;Almendrales;Usera
2013;Anual;11000;115;11;Puerta Bonita;Carabanchel
2014;Anual;9604;115;11;Puerta Bonita;Carabanchel
2015;Anual;9680;115;11;Puerta Bonita;Carabanchel
2016;Anual;11092;115;11;Puerta Bonita;Carabanchel
2017;Anual;11863;115;11;Puerta Bonita;Carabanchel
2018;Anual;12176;115;11;Puerta Bonita;Carabanchel
2019;Anual;12917;115;11;Puerta Bonita;Carabanchel
2020;Anual;13257;115;11;Puerta Bonita;Carabanchel
2021;Anual;13191;115;11;Puerta Bonita;Carabanchel
2022;Anual;13933;115;11;Puerta Bonita;Carabanchel
2013;Anual;10098;117;11;Abrantes;Carabanchel
2014;Anual;8792;117;11;Abrantes;Carabanchel
2015;Anual;8879;117;11;Abrantes;Carabanchel
2016;Anual;10317;117;11;Abrantes;Carabanchel
2017;Anual;10778;117;11;Abrantes;Carabanchel
2018;Anual;11087;117;11;Abrantes;Carabanchel
2019;Anual;11570;117;11;Abrantes;Carabanchel
2020;Anual;11971;117;11;Abrantes;Carabanchel
2021;Anual;11901;117;11;Abrantes;Carabanchel
2022;Anual;12327;117;11;Abrantes;Carabanchel
2013;Anual;5577;127;12;Pradolongo;Usera
2014;Anual;4706;127;12;Pradolongo;Usera
2015;Anual;4730;127;12;Pradolongo;Usera
2016;Anual;5610;127;12;Pradolongo;Usera
2017;Anual;6101;127;12;Pradolongo;Usera
2018;Anual;6017;127;12;Pradolongo;Usera
2019;Anual;6389;127;12;Pradolongo;Usera
2020;Anual;6391;127;12;Pradolongo;Usera
2021;Anual;6138;127;12;Pradolongo;Usera
2022;Anual;6576;127;12;Pradolongo;Usera
2013;Anual;4519;126;12;Zofío;Usera
2014;Anual;3871;126;12;Zofío;Usera
2015;Anual;3895;126;12;Zofío;Usera
2016;Anual;4519;126;12;Zofío;Usera
2017;Anual;4903;126;12;Zofío;Usera
2018;Anual;5002;126;12;Zofío;Usera
2019;Anual;5335;126;12;Zofío;Usera
2020;Anual;5447;126;12;Zofío;Usera
2021;Anual;5359;126;12;Zofío;Usera
2022;Anual;5631;126;12;Zofío;Usera
2013;Anual;4192;122;12;Orcasur;Usera
2014;Anual;3693;122;12;Orcasur;Usera
2015;Anual;3778;122;12;Orcasur;Usera
2016;Anual;4402;122;12;Orcasur;Usera
2017;Anual;4739;122;12;Orcasur;Usera
2018;Anual;4843;122;12;Orcasur;Usera
2019;Anual;5019;122;12;Orcasur;Usera
2020;Anual;5104;122;12;Orcasur;Usera
2021;Anual;5079;122;12;Orcasur;Usera
2022;Anual;5394;122;12;Orcasur;Usera
2013;Anual;23850;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2014;Anual;26684;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2015;Anual;26865;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2016;Anual;31939;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2017;Anual;35000;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2018;Anual;14634;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2019;Anual;15175;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2020;Anual;15537;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2021;Anual;15383;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2022;Anual;15940;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2013;Anual;6897;123;12;San Fermín;Usera
2014;Anual;6790;123;12;San Fermín;Usera
2015;Anual;6894;123;12;San Fermín;Usera
2016;Anual;7963;123;12;San Fermín;Usera
2017;Anual;8378;123;12;San Fermín;Usera
2018;Anual;8611;123;12;San Fermín;Usera
2019;Anual;8998;123;12;San Fermín;Usera
2020;Anual;9212;123;12;San Fermín;Usera
2021;Anual;9043;123;12;San Fermín;Usera
2022;Anual;9334;123;12;San Fermín;Usera
2013;Anual;1921;106;10;Cuatro Vientos;Latina
2014;Anual;1854;106;10;Cuatro Vientos;Latina
2015;Anual;1861;106;10;Cuatro Vientos;Latina
2016;Anual;2200;106;10;Cuatro Vientos;Latina
2017;Anual;2471;106;10;Cuatro Vientos;Latina
2018;Anual;2491;106;10;Cuatro Vientos;Latina
2019;Anual;2670;106;10;Cuatro Vientos;Latina
2020;Anual;2737;106;10;Cuatro Vientos;Latina
2021;Anual;2722;106;10;Cuatro Vientos;Latina
2022;Anual;2755;106;10;Cuatro Vientos;Latina
2013;Anual;16956;116;11;Buenavista;Carabanchel
2014;Anual;15336;116;11;Buenavista;Carabanchel
2015;Anual;15479;116;11;Buenavista;Carabanchel
2016;Anual;17584;116;11;Buenavista;Carabanchel
2017;Anual;18739;116;11;Buenavista;Carabanchel
2018;Anual;19185;116;11;Buenavista;Carabanchel
2019;Anual;19987;116;11;Buenavista;Carabanchel
2020;Anual;20547;116;11;Buenavista;Carabanchel
2021;Anual;20462;116;11;Buenavista;Carabanchel
2022;Anual;21170;116;11;Buenavista;Carabanchel
2017;Anual;0;183;18;Ensanche de Vallecas;Villa de Vallecas
2018;Anual;20902;183;18;Ensanche de Vallecas;Villa de Vallecas
2019;Anual;22472;183;18;Ensanche de Vallecas;Villa de Vallecas
2020;Anual;23643;183;18;Ensanche de Vallecas;Villa de Vallecas
2021;Anual;24611;183;18;Ensanche de Vallecas;Villa de Vallecas
2022;Anual;25648;183;18;Ensanche de Vallecas;Villa de Vallecas
2013;Anual;7516;121;12;Orcasitas;Usera
2014;Anual;6738;121;12;Orcasitas;Usera
2015;Anual;6853;121;12;Orcasitas;Usera
2016;Anual;7792;121;12;Orcasitas;Usera
2017;Anual;8158;121;12;Orcasitas;Usera
2018;Anual;8315;121;12;Orcasitas;Usera
2019;Anual;8587;121;12;Orcasitas;Usera
2020;Anual;8926;121;12;Orcasitas;Usera
2021;Anual;8805;121;12;Orcasitas;Usera
2022;Anual;9157;121;12;Orcasitas;Usera
2018;Anual;16094;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2019;Anual;16873;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2020;Anual;17503;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2021;Anual;17318;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2022;Anual;18121;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2013;Anual;13248;174;17;Los Rosales;Villaverde
2014;Anual;11638;174;17;Los Rosales;Villaverde
2015;Anual;11759;174;17;Los Rosales;Villaverde
2016;Anual;13372;174;17;Los Rosales;Villaverde
2017;Anual;14016;174;17;Los Rosales;Villaverde
2018;Anual;14424;174;17;Los Rosales;Villaverde
2019;Anual;15202;174;17;Los Rosales;Villaverde
2020;Anual;15355;174;17;Los Rosales;Villaverde
2021;Anual;15147;174;17;Los Rosales;Villaverde
2022;Anual;15603;174;17;Los Rosales;Villaverde
2013;Anual;9964;175;17;Ángeles;Villaverde
2014;Anual;8634;175;17;Ángeles;Villaverde
2015;Anual;8699;175;17;Ángeles;Villaverde
2016;Anual;9903;175;17;Ángeles;Villaverde
2017;Anual;10422;175;17;Ángeles;Villaverde
2018;Anual;10673;175;17;Ángeles;Villaverde
2019;Anual;10946;175;17;Ángeles;Villaverde
2020;Anual;11379;175;17;Ángeles;Villaverde
2021;Anual;11522;175;17;Ángeles;Villaverde
2022;Anual;12427;175;17;Ángeles;Villaverde
2013;Anual;6455;173;17;Butarque;Villaverde
2014;Anual;5204;173;17;Butarque;Villaverde
2015;Anual;5261;173;17;Butarque;Villaverde
2016;Anual;6970;173;17;Butarque;Villaverde
2017;Anual;7611;173;17;Butarque;Villaverde
2018;Anual;7757;173;17;Butarque;Villaverde
2019;Anual;8260;173;17;Butarque;Villaverde
2020;Anual;8525;173;17;Butarque;Villaverde
2021;Anual;8812;173;17;Butarque;Villaverde
2022;Anual;9573;173;17;Butarque;Villaverde
2013;Anual;4151;172;17;San Cristóbal;Villaverde
2014;Anual;3562;172;17;San Cristóbal;Villaverde
2015;Anual;3540;172;17;San Cristóbal;Villaverde
2016;Anual;4286;172;17;San Cristóbal;Villaverde
2017;Anual;4652;172;17;San Cristóbal;Villaverde
2018;Anual;4833;172;17;San Cristóbal;Villaverde
2019;Anual;5145;172;17;San Cristóbal;Villaverde
2020;Anual;5340;172;17;San Cristóbal;Villaverde
2021;Anual;5333;172;17;San Cristóbal;Villaverde
2022;Anual;5841;172;17;San Cristóbal;Villaverde
